Harry Potter,Diagonally!,
Harry Potter,You wish.,
Harry Potter,"""Tom Marvolo Riddle.""",
Harry Potter,My name is Harry Potter.,
Harry Potter,Do you know anything about the Chamber of Secrets?,
Harry Potter,Can you tell me?,
Harry Potter,"It was Hagrid, Hagrid opened the Chamber of Secrets fifty years ago.",
Harry Potter,We know one thing. Hagrid never opened the Chamber of Secrets. He was innocent.,
Harry Potter,"""Of the many fearsome beasts that roam our land, none is more deadly than the basilisk. Capable of living for hundreds of years, instant death awaits any who meet this giant serpent's eye. Spiders flee before it.""",
Harry Potter,"There's no Hogwarts without you, Hagrid.",
Ron,Bloody hell!,
Ron,"My wand, look at my wand.",
Ron,"That would be a cheerful visit. ""Hello Hagrid, Tell us, have you been setting anything mad and hairy loose in the castle lately?""",
Ron,"Why spiders?! Why couldn't it be ""follow the butterflies""?!",
Ron,"""Follow the spiders! Follow the spiders!"" If Hagrid ever gets out of Azkaban, I'll kill him!",
Ron,"""Her skeleton will lie in the Chamber forever."" Ginny...",
Hermoine,Oculus Reparo.,
Hermoine,He called me a mudblood.,
Hermoine,"""The Chamber of Secrets has been opened, Enemies of the heir, beware."" It's written in blood.",
Hermoine,[about Myrtle] She's a little sensitive.,
Albus Dumbledore,It is not our abilities that show us what we truly are. It is our choices.,
Albus Dumbledore,"In light of recent events, as a school treat... all exams have been cancelled!",
Draco Malfoy,"Bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page.",
Draco Malfoy,"No one asked your opinion, you filthy little Mudblood.",
Draco Malfoy,"Scared, Potter?",
Lucius Malfoy,"Your parents were meddlesome fools, too. Mark my words, Potter: one day soon, you're going to meet the same, sticky end.",
Arthur Weasley,"Now, Harry, you must know all about Muggles. Tell me. What exactly is the function of a rubber duck?",
Harry,I don't understand. I broke the law. Underage wizards aren't allowed to use magic at home.,
Harry,"Mr. Weasley, Why would I go looking for somebody who wants to kill me?",
Harry,[to Sirius] I know why! You betrayed my parents! You're the reason they're dead!,
Harry,"[quietly] He was their friend... and he betrayed them... [yelling] HE WAS THEIR FRIEND! [echoes] I hope he finds me! 'Cause when he does, I'm gonna be ready! When he does, I'm gonna kill him!",
Harry,"You can see Sirius talking to me there? He's asking me to come live with him. When we free him, I'll never have to back to the Dursley's. It'll just be me and him. We could live in the country... someplace you can see the sky. He'll like that after all those years in Azkaban.",
Harry,"You were right, Hermione, it wasn't my dad I saw earlier, it was me! I saw myself conjuring the Patronus before. I knew I could do it this time, because...well, I’d already done it! Does that make sense?",
Harry,"Honestly Ron, how can somebody be in two places at once?",
Harry,"(Last lines) Lumos. I solemnly swear that I am up to no good. [credits roll] Mischief managed. Nox. [screen goes black, ending the movie]",
Ron,"Bloody hell, Harry! That was not funny!",
Ron,"[Looking at tea leaves] Harry's got a sort of wonky cross, that's trials and suffering... but that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be happy about it.",
Ron,"What's up, Malfoy? Lost your skis?",
Ron,"[Observing his leg after Sirius, as a dog, attacked him] It's too late. It's ruined. It'll have to be chopped off.",
Ron,What are you trying do to him?! [Sirius snatches Scabbers from Ron] Scabbers! Leave him alone! Get off him! What are you doing?,
Hermoine,[while looking at a past version of herself using the time turner] Is that really what my hair looks like from the back?,
Hermoine,"[To Malfoy] You! You foul, loathsome, evil little cockroach!",
Hermoine,"[To Sirius] If you want to kill Harry, you'll have to kill us, too!",
Hermoine,"[To Harry] Harry, you're in Hagrid's hut now. If you just go bursting in, you'll think you've gone mad. Awful things happen to wizards who've meddled with time. We can't be seen.",
Draco Malfoy,"Happiness can be found even in the darkest of times, if one only remembers to turn on the light.",
Draco Malfoy,"For in dreams, we enter a world that is entirely our own. Let him swim in the deepest of oceans or glide over the highest cloud.",
Draco Malfoy,"A child's voice, however honest and true, is meaningless to those who've forgotten how to listen.",
Draco Malfoy,"Mysterious thing, time. Powerful, and when meddled with, dangerous. Sirius Black is in the topmost cell of the dark tower. You know the laws, Miss Granger. You must not be seen. And you would do well, I feel, to return before this last chime. If not, the consequences are too ghastly to discuss. If you succeed tonight, more than one innocent life may be spared. Three turns, should do it, I think. Oh, and by the way. When in doubt, I find retracing my steps to be a wise place to begin. Good luck.",
Sirius,"No, only one will die tonight.",
Sirius,I DID MY WAITING!!! TWELVE YEARS OF IT!!! IN AZKABAN!!!,
Sirius,"[referring to his dog form] I actually have quite a pleasant disposition as a dog; so much so, in fact, that more than once, James suggested that I make the change permanent. The tail I could live with, but the fleas...they're murder.",
Sirius,"[to Harry] Besides, the ones that love us never really leave us. You can always find them... [puts hand over Harry's heart] in here.",
Sirius,"Brilliant Snape. Once again you put your keen and penetrating mind to the task and, as usual, come to the wrong conclusion. Now if you'll excuse us, Remus and I have some unfinished business to attend to.",
Sirius,"Well, you'd know all about the madness within, wouldn't you, Remus?",
Sirius,[to Snape] Why don't you run along and play with your chemistry set.,
Cornelius Fudge,"Come now, Harry. The Ministry doesn't send people to Azkaban for blowing up their aunts.",
Cornelius Fudge,Black was vicious. He didn't kill Pettigrew... he destroyed him!,
Aunt Marge," Do they use the cane at St. Brutus', boy?",
Harry," [catching Uncle Vernon's eye] Oh yeah, yeah, I've been beaten loads of times.",
Aunt Marge," Excellent. I won't hear any of this namby-pamby, wishy-washy nonsense about not beating someone when they deserve it. You mustn't blame yourself about how this one turned out, Vernon. It's all to do with blood. Bad blood will out. What is it that the boy's father did, Petunia?",
Petunia," Oh, nothing. He didn't work. He was unemployed.",
Aunt Marge," And a drunk too, no doubt?",
Harry, [irritated] That's a lie!,
Aunt Marge, What did you say?,
Harry, [getting angry] My dad wasn't a drunk!,
Aunt Marge," Oh, don't worry. Don't fuss, Petunia. I have a very firm grip.",
Uncle Vernon, [to Harry] I think it's time you went to bed.,
Aunt Marge," Actually, it's nothing to do with the father, it has to do with the mother. You see it all the time with dogs. If there's something wrong with the bitch, then there's something wrong with the pup.",
Harry, [yelling angrily at Aunt Marge with a snap] SHUT UP! SHUT UP!!,
Aunt Marge, Mm. Right! Let me tell you... y-y-- [Her finger starts to inflate.],
Uncle Vernon," [angrily, shouting at the top of his lungs at Harry] YOU BRING HER BACK!!! You bring her back now and you put her right!",
Harry," No! She deserved what she got! [Uncle Vernon furiously tries to grab Harry with a savage yell, but Harry stands up to him with his wand] Keep away from me.",
Uncle Vernon, You're not allowed to do magic outside school.,
Harry, Yeah? Try me.,
Uncle Vernon, They won't let you back now. You have nowhere to go.,
Harry, I don't care. Anywhere's better than here. [angrily leaves the house and storms off],
Ron," I'm warning you, Hermione! Keep that bloody beast of yours away from Scabbers, or I'll turn it into a tea cozy!",
Hermione," It's a cat, Ronald; what do you expect? It's in his nature.",
Ron, A cat? Is that what they told you? Looks more like a pig with hair if you ask me!,
Hermione," That's rich, coming from the owner of that smelly old shoebrush.",
Fred," You're not flashing that clipping about again, are you Ron?",
Ron, I haven't shown anyone!,
George," No, not a soul!",
Fred, Not unless you count Tom...,
George, The day maid...,
Fred, The night maid...,
George, That bloke came to who fix the toilet...,
Fred, And that wizard from Belgium!,
The Fat Lady, [In a painting; she sings while holding a glass] Ah ah ah ahhh!,
Harry, Fortuna Major.,
The Fat Lady," No, wait, wait! [Sings in a higher pitch] Ah ah ah ahhh!",
Harry, [Irritated] Fortuna Major.,
The Fat Lady," No, no, no! Wait, wait! Watch this! [Screams] Ah ah ah AAAAAAAAAAAHHHHH! [The Fat Lady surreptitiously looks around to make sure nobody's watching, then smashes the glass on a pillar in the painting] Oh, amazing! Just with my voice!",
Harry, [Impatient] Fortuna Major!,
The Fat Lady," [Petulant] Yes, all right, all right, you can go in.",
Harry, [Exasperated] Thank you!,
The Fat Lady, Plebs.,
Ron," He looks a bit peaky, doesn't he?",
George, Peaky?,
Fred, What do you expect? He fell over 100 feet.,
George," Yeah, Ron. Let's walk you off the top of the Astronomy tower.",
Fred, And see what you look like.,
Harry, [coming to] Probably a right sight better than he normally does.,
George," Gave us a right good scare there, mate.",
Hermione," Harry, are you all right?",
Harry, [jokingly] Brilliant. [serious again] What happened?,
Ron," Well, you fell off your broom.",
Harry," [sarcastically] Oh, really? I meant the match. Who won?",
Hermione," Um... no one blames you, Harry. The Dementors aren't supposed to come inside the grounds. Dumbledore was furious. As soon as he saved you, he sent them straight off.",
Ron," There's um... something else you should know about, too, Harry. When you fell, your broom, it sort of blew into the Whomping Willow and... [Holds up what's left of the destroyed handle of Harry's Nimbus 2000] ...Well.",
Harry, [looking at the Marauder's Map for the first time] Hang on. This is Hogwarts. And that... no. Is that really...?,
Fred, Dumbledore...,
George, In his study....,
Fred, Pacing...,
George, Does that a lot.,
Harry, So this map shows...,
Fred, Everyone.,
Harry, Everyone?,
George, Everyone.,
Fred, Where they are...,
George, ...what they're doing...,
Fred, ...every minute...,
George, ...of every day!,
Harry, Brilliant!,
Professor Snape, Potter. What are you doing wandering the corridors at night?,
Harry, I was sleepwalking.,
Snape," How extraordinarily like your father, you are, Potter. He too was exceedingly arrogant, strutting about the castle.",
Harry," [irritated] My dad didn't strut. And nor do I. Now if you don't mind, I would appreciate it if you would lower your wand.",
Snape, [Lowers his wand] Turn out your pockets. [Harry just stands there] [sternly] Turn out your pockets. [Harry takes out the Marauder's Map] What's this?,
Harry, Spare bit of parchment.,
Snape, Really? Open it. [Harry opens the map; Snape puts his wand on the map] Reveal your secrets. [To Harry] Read it.,
Harry," ""Messrs. Moony, Wormtail, Padfoot and Prongs... offer their compliments to Professor Snape and...""",
Snape, Go on.,
Harry," [amused] ""...and request that he keep his abnormally large nose out of other people's business.""",
Snape," Why you insolent, little--!",
Professor Lupin, Professor.,
Snape," Well, well. Lupin. Out for a little walk in the moonlight, are we?",
Lupin," [to Harry] Harry, are you all right?",
Snape," That remains to be seen. [takes the Marauder's Map] I have just now confiscated a rather curious artifact from Mr. Potter. Take a look, Lupin. Supposed to be your area of expertise. Clearly, it's full of Dark Magic.",
Lupin," I seriously doubt it, Severus. It looks to me as though it's merely a parchment designed to insult anyone who tries to read it. [chuckles] I suspect it's a Zonko product. Nevertheless, I shall investigate any hidden qualities it may possess. It is, after all, as you say, my area of expertise. [to Harry] Harry, would you come with me, please. [to Professor Snape] Professor, good night.",
Draco Malfoy, [to Crabbe and Pike] Father said I could have the hippogriff's head. Maybe I'll donate it to the Gryffindor Common Room.,
Crabbe, Look who's here.,
Draco Malfoy, Ah! Come to see the show?,
Hermione," [furiously] You! You foul, loathsome, evil, little cockroach! [holds Malfoy at wandpoint]",
Ron," Hermione, no! He's not worth it!",
Hermione, That felt good.,
Ron, [impressed] Not good. Brilliant!,
Lupin," Severus, don't be a fool.",
Sirius," He can't help it Remus, it's habit by now.",
Lupin," Sirius, be quiet.",
Sirius," Be quiet yourself, Remus!",
Snape," Oh listen to you two, quarreling like an old married couple.",
Sirius, Why don't you run along and play with your chemistry set?,
Snape," [puts wand on Sirius' throat] I could do it, you know? But why deny the Dementors, when they're so longing to see you? Do I detect a flicker of fear? Ah yes, a Dementor's Kiss. One can only imagine what that must be like to endure. It's said to be nearly unbearable to witness but I'll do my best!",
Harry, Tell me about Peter Pettigrew.,
Lupin, He was at school with us. we thought he was our friend!,
Harry, No. Pettigrew's dead. [to Sirius] You killed him!,
Lupin, No he didn't. I thought so too until you mention seeing Pettigrew on the map.,
Harry," The map was lying, then.",
Sirius, The map never lies! Pettigrew's alive! And he's [points to Scabbers] right there!,
Ron, Me?! He's mental!,
Sirius, Not you! You're rat!,
Ron, Scabbers has been in my family for...,
Sirius," 12 years? Curiously long life for a common garden rat! He's missing a toe, isn't he?",
Ron, So what?!,
Harry, All they could find left of Pettigrew was his...,
Sirius, Finger! But then the dirty coward cut it off so that everyone would think he was dead! And then he transformed into a rat!,
Harry," Show me. [Sirius tries to take the rat from Ron, but Ron holds onto it] Give it to him, Ron.",
Ron," What are you trying do to him? [Sirius finally gets a hold of the rat] Scabbers! Leave him alone! [tries to run toward Sirius, but Hermione holds him back] Get off him! What are you doing? Scabbers!",
Peter Pettigrew," [realizes he's not a rat anymore] Remus? S-Sirius? My old friends! [runs toward the door, but Lupin and Sirius block him] Harry! Look at you! [walks toward Harry] You look so much like your father! Like James! We were the best of friends...",
Sirius, How dare you speak to Harry?! [Pettigrew scowls and runs away from Sirius] How dare you talk about James in front of him?!,
Lupin," You sold James and Lily to Voldemort, didn't you?!",
Pettigrew," I didn't mean to! The Dark Lord. You have no idea the weapons he possesses! Ask yourself, Sirius! What would you've done? What would you've done?",
Sirius, I would have died! [Pettigrew crawls under piano] I would have died rather than betray my friends!,
Pettigrew," [runs over to Harry, whispering to him] Harry, James wouldn't have wanted me killed! Your dad... your dad would have spared me! He would shown me mercy...!",
Sirius," Should've realized, Peter, that if Voldemort didn't kill you, then we would! [he and Lupin pull out their wands and point them and Pettigrew] Together!",
Harry, No!,
Lupin," Harry, this man is...",
Harry, I know what he is. But we'll take him up to the castle.,
Pettigrew," Bless you, boy! Bless you!",
Harry," Get off! I said we'll take you to the castle. After that, the dementors can have you.",
Sirius," It's beautiful, isn't it? I'll never forget the first time I walked through those doors. It'll be nice to do it again as a free man. That was a noble thing you did back there. He doesn't deserve it.",
Harry," Well, I just didn't think my dad would've wanted his two best friends to become killers. Besides, dead the truth dies with him. Alive, you're free.",
Pettigrew," Turn me into a maggot! Turn me into a flobberworm! Anything but the dementors! Ron! Haven't I been a good friend? A good pet? You won't let them give me to the dementors, will you? I was your rat! Sweet girl! Clever girl! Surely you won't let them...",
Sirius," Remus, my old friend! Have you taken your potion tonight? You know the man you truly are, Remus! This heart is where you truly live! This heart here! This flesh is only flesh!",
Ron," [to Harry and Hermione, who have just disappeared and reappeared in thin air] How did you get there? I was just talking to you there! And now you're there!",
Hermione," What's he talking about, Harry?",
Harry," I don't know. Honestly Ron, how can somebody be in two places at once?",
Draco Malfoy," God, this place has gone to the dogs. Wait until my father hears that Dumbledore's got this oaf teaching classes.",
Harry," Shut up, Malfoy.",
"Draco, Crabbe, and Pike", Ooh.,
Draco," Dementor, Dementor.",
Slytherin students, Oooooooooooh!,
Lupin," Very well, Kill him. But wait one more minute Harry has the right to know why.",
Harry, (to Sirius) I know why! You betrayed my parents! You're the reason they're dead!,
Lupin," No, Harry, it wasn't him. Somebody did betray your parents but it was somebody who, until quite recently, I believed to be dead!",
Harry, Who was it then?!,
Sirius," Peter Pettigrew! And he's in this room, right now! Come out, come out, Peter! Come out, come out and play!",
Snape, [barges in and disarms Sirius' wand] Expelliarmus!,
Draco Malfoy,Potter? [Harry turns] Is it true you fainted? [Pike pretends to swoon] I mean that you actually fainted?!,
Ron," [turning Harry away] Shove off, Malfoy!",
Harry,[To Ron] I didn't put my name in that cup. I don't want eternal glory. I just want to be... Look. I don't know what happened tonight and I don't know why. It just did. Okay?,
Harry,"[To Ron] You're a right foul git, you that?",
Harry,"[To Draco] I don't give a damn what your father thinks, Malfoy! He's vile, and cruel... and you're just pathetic.",
Harry,[On attempting to ask girls out] Why do they have to travel in packs? And how are you supposed to get one alone long enough to ask them?,
Harry,"He's back! He's back! Voldemort's back! Cedric, he asked me to bring his body back. I couldn't leave him... not there!",
Harry,It was you from the beginning. You put my name in the Goblet of Fire. You bewitched Krum but...,
Ron,Bloody hell.,
Ron,Loads. According to dad. It's what worried them so much. Happened right under their noses.,
Ron,"Murder me, Harry.",
Ron,"[bitterly] That's me. Ron Weasley, Harry Potter's stupid friend.",
Ron,Piss off.,
Ron,"This is mad. At this rate, we'll be the only ones in our year without dates.",
Hermoine,"[To Harry] Go on, Harry. Harry, for goodness sake.",
Hermoine,[To Harry] I'm not an owl!,
Hermoine,"Look at this! I can't believe it she's done it again. ""Miss Granger, a plain but ambitious girl, seems to be developing a taste for famous wizards. Her latest prey, sources report, is none other than the Bulgarian bon-bon Viktor Krum. No word yet on how Harry Potter's taking this latest emotional blow.""",
Hermoine,"I won't be going alone, because believe it or not, someone's asked me! And I said yes!",
Hermoine,"[To Ron] Next time there's a ball, pluck up the courage and ask me before somebody else does! And not i the last resort!",
Lord Voldemort,"How fastidious you've become, Wormtail. As I recall, you once called the nearest gutter pipe home. Could it be the task of nursing me has become wearisome for you?",
Lord Voldemort,No! The boy is everything! It cannot be done without him. And it will be done exactly as I said.,
Lord Voldemort,Nagini tells me the old Muggle caretaker is standing just outside the door.,
Lord Voldemort,"Step aside, Wormtail, so I can give our guest a proper greeting.",
Lord Voldemort,"Harry, at last!",
Lord Voldemort,Kill the spare.,
Lord Voldemort,"The other arm, Wormtail.",
Lord Voldemort,"[The Death Eaters appear] Welcome, my friends. Thirteen years it's been, and yet, here you stand before me, as though it were only yesterday. I confess myself... disappointed. Not one of you tried to find me. [He unmasks the Death Eaters one by one and as he does they fall to their knees] Crabbe! Macnair! Goyle! Not even you, Lucius. [He pulls off Lucius' mask who falls to his knees]",
Lord Voldemort,"Harry. I'd almost forgotten you were here. Standing on the bones of my father. I'd introduce you, but word has it you're almost as famous as me these days. The Boy-Who-Lived. How lies have fed your legend, Harry! Shall I reveal what really happened that night thirteen years ago? Shall I divulge how I truly lost my powers? Yes, shall I? It was love. You see, when dear, sweet Lily Potter gave her life for her only son, she provided the ultimate protection. I could not touch him. It was old magic. Something I should have foreseen. But no matter, no matter. Things have changed. I CAN TOUCH YOU NOW! [He places his finger on Harry's forehead lightning bolt scar, and Harry immediately screams out in agony, to Voldemort's cruel delight] Astonishing what a few drops of your blood will do, eh, Harry?",
Lord Voldemort,"(as he roughly releases the scythe) Pick up your wand, Potter! I said, pick it up! Get up! Get up! (Harry gets his wand) You've been taught how to duel, I presume, yes? First, we bow to each other. (he bows, Harry does not) Come on now, Harry. The niceties must be observed. Dumbledore wouldn't want you to forget your manners, would he? I said, BOW! (uses a curse to make Harry bow) That's better, and now: Crucio! (Harry writhes on the grass in pain) Crucio! (the curse goes away) Attaboy, Harry! Your parents would be proud. Especially your filthy Muggle mother!",
Lord Voldemort,"I'm going to kill you, Harry Potter. I'm going to destroy you. (leans down to meet Harry's eyes) After tonight, no one will ever again question my powers. After tonight, if they speak of you, they'll speak only of how you begged for death... and I, being a merciful Lord, obliged. Get up! (Harry groans)",
Lord Voldemort,"(as he fires the Killing Curse at the tombstone; shouting) Don't you turn your back on me, Harry Potter! I want you to look at me when I kill you! I WANT TO SEE THE LIGHT LEAVE YOUR EYES!",
Lord Voldemort,[To the onlooking Death Eaters during Priori Incantatem] Do nothing! He's mine to finish!,
Dumbledore,"Dark and difficult times lie ahead, Harry. Soon we must all face the choice, between what is right and what is easy.",
Dumbledore,"I keep looking for some mistake, some sign, some clue as to why these terrible things are happening, but everytime I get close to an answer, IT SLIPS AWAY, it's maddening.",
Dumbledore,"[Enters the tent of the First Task] Welcome today, champions. Now you've waited, you've wondered, and finally, the moment has arrived. A moment only four of you can fully appreciate. [notices that it's Hermione whose shoulders he has his arm around] What are you doing here, Miss Granger?",
Dumbledore,"[In the great hall speaking to the staff and students; his eulogy for Cedric] Today... we acknowledge a really terrible loss. Cedric Diggory was, as you all know, exceptionally hard-working, infinitely fair-minded, and a fierce, fierce friend. Now I believe you all have the right to know exactly how he died. (getting up) You see, Cedric Diggory was murdered, by Lord Voldemort! The Ministry of Magic does not wish me to tell you this, but not doing so I think would be an insult to his memory. Now, the pain we all feel at this dreadful loss reminds me... reminds us, that though we may come from different places, and speak in different tongues, our hearts beat as one. The bonds of friendship we made this year will be more important than ever. You remember that, and Cedric Diggory will not have died in vain. You remember that, and we will celebrate a boy who was kind and honest and fair and true, right to the very end.",
Sirius,"""Harry, I couldn't risk sending Hedwig. Ever since the World Cup, the Ministry’s been intercepting more and more owls and she’s too easily recognized. We need to talk, Harry, face to face. Meet me in the Gryffindor Common Room, at one o’ clock this Saturday night. And make sure you're alone. Sirius. PS: the bird bites.""",
Sirius,"Look Harry, the death eaters at the world cup, your name rising from that goblet, these aren't just coincidences, Hogwarts isn't safe anymore.",
Sirius,"I haven't a clue who put your name in that goblet Harry, but whoever did is no friend to you. People die in this tournament.",
Sirius,"If you want to know what a man's like, take a good look at how he treats his inferiors, not his equals.",
Draco Malfoy," Why so tense, Potter? My father and I have a bet, you see. I don't think you're gonna last ten minutes in this tournament. He disagrees. He thinks you won't last five.",
Myrtle," I was circling a blocked drain the other day. I could swear I saw a bit of Polyjuice Potion. (flirtily) Not being a bad boy again, are you, Harry?",
Wormtail," Bone of the father, unwillingly given. (puts the Riddle bone in the cauldron) Flesh of the servant... willingly sacrificed. (screams in agony as he cuts off his own hand) Blood of the enemy... (as he cuts Harry's sleeve and draws blood as Harry screams in pain) forcibly taken. The Dark Lord shall rise again. (adds the blood to the cauldron; it boils and Harry screams)",
James Potter," Harry, when the connection is broken you must get to the Portkey! We can linger for a moment to give you some time but only a moment. Do you understand?",
Lily Potter," Let go. Sweetheart, you're ready. Let go! LET GO!",
Hermione Granger, Harry.,
Harry Potter, Ah.,
Hermione Granger, Harry! You alright?,
Harry Potter, Hermione! Bad dream. When did you get here?,
Hermione Granger," Just now, you?",
Harry Potter, Last night.,
Hermione Granger," Wake up! Wake up, Ronald!",
Ron Weasley, Bloody hell!,
Hermione Granger," Honestly get dressed! And don't go back to sleep. Come on, Ron! Your mother says breakfast is ready.",
Harry Potter," Ron, where are we actually going?",
Ron Weasley," Don’t know. Hey, Dad! Where are we going?",
Arthur Weasley, Haven’t the foggiest!,
Ron Weasley," [walking to the Top Box] Blimey, Dad! How far up are we?",
Lucius Malfoy," [standing below them] Well, put it this way; If it rains, you’ll be the first to know.",
Draco Malfoy, Father and I are in the Minister's box. A personal invitation from Cornelius Fudge himself!,
Lucius Malfoy," Don't boast, Draco. [nudges him with his stick] There is no need with these people. [to Harry] Do enjoy yourself won't you? While you can.",
Ginny, [pointing at a particularly showy Quidditch player] Who is that?,
Fred/George," That, sis, is the best seeker in the world!",
Everyone, KRUM!!!,
Barty Crouch Jr.," (as Mad-Eye) Alastor Moody. [Writes ""his"" name on the board] Ex-Auror... Ministry malcontent... and your new Defense Against the Dark Arts teacher. I'm here because Dumbledore asked me. End of story, good-bye, the end. Any questions? [No one raises their hand] When it comes to the Dark Arts, I believe in a practical approach. But first, who can tell me how many Unforgivable Curses there are?",
Hermione," Three, sir.",
Crouch," (as Mad-Eye) [Writes ""Unforgiveable"" on a blackboard] And they are so named?",
Hermione, Because they are unforgivable. The use of any one of them will...,
Crouch," (as Mad-Eye) [finishing her sentence] Will earn you a one-way ticket to Azkaban. Correct. Now, the Ministry says you're too young to see what these curses do. I SAY DIFFERENT! You need to know what you're up against! You need to be prepared! [Seamus takes some gum out and puts it under his desk] You need to find another place to put your chewing gum besides the under-side of your desk, MR. FINNIGAN!",
Seamus Finnigan, [Whispering] No way. The old codger can see out the back of his head.,
Crouch," (as Mad-Eye) [Throws the piece of chalk at Seamus] AND HEAR ACROSS CLASSROOMS! So, which curse shall we see first? WEASLEY!",
Ron, [scared out of his wits] Yes?,
Crouch, (as Mad-Eye) Stand! Give us a curse.,
Ron," Well, my dad did tell me about one. The Imperius Curse.",
Crouch," (as Mad-Eye) Oh, yeah. Your father would know all about that. Gave the Ministry a bit of grief a few years ago. Perhaps this will show you why.",
Crouch, (as Mad-Eye) Scores of witches and wizards have claimed that they only did You-Know-Who's bidding...under the influence of the Imperius Curse. But here's the rub," How do we sort out the liars? Another, another. [Students begin to raise their hands] Up, come on. [Neville slowly raises his hand] Longbottom, is it? [Neville lowers his hand and stands up] Professor Sprout tells me you have an aptitude for Herbology."
Neville," [Nervously] There's the, um, the Cruciatus Curse.",
Crouch," (as Mad-Eye) Correct! Correct! Come, come. [the spider comes back] Particularly nasty. The torture curse. [Aims his wand at the spider] Crucio!",
Hermione, Stop it! Can't you see it's bothering him?! Stop it!,
Crouch," (as Mad-Eye) [Releases the spider from the curse; Walks over and places the spider on Hermione's desk] Perhaps you could give us the last Unforgivable curse, Miss Granger. [Hermione shakes her head] No? [Points his wand at the spider] Avada Kedavra! [The spider falls, unmarked but dead. Harry is watching from a desk across.] The Killing Curse. [looks at Harry] Only one person is known to have survived it...and he's sitting in this room.",
Olympe Maxime," It's wrong, I tell you!",
Igor Karkaroff, You French tart! Everything is a conspiracy theory with you!,
Albus Dumbledore, Quiet! I can't think!,
Karkaroff, Everything is a conspiracy theory!,
Maxime, I protest!,
Dumbledore, Harry!,
Maxime, I protest!,
Dumbledore, Harry. [Grabs him] Did you put your name in the Goblet of Fire?,
Harry," No, sir.",
Dumbledore, Did you ask one of the older students to do it for you?,
Harry," No, sir.",
Dumbledore, You're absolutely sure?,
Harry," Yes. Yes, sir.",
Maxime, But of course he is lying!,
Barty Crouch Jr., (as Mad-Eye Moody) The hell he is! The Goblet of Fire is an exceptionally powerful magical object. Only an exceptionally powerful Confundus Charm could have hoodwinked it. Magic way beyond the talents of a fourth-year!,
Karkaroff," You seem to have given this a fair bit of thought, Mad-Eye!",
Crouch," (as Mad-Eye) [threateningly] It was once my job to think as dark wizards do, Karkaroff. Perhaps you remember?",
Dumbledore," [enraged, walking between them] This doesn't help, Alastor! Leave this to you, Barty.",
"Barty Crouch, Sr."," The rules are absolute. The Goblet of Fire constitutes a binding magical contract. Mr. Potter has no choice. He is, as of tonight... a Triwizard champion.",
Minerva McGonagall," This can't go on, Albus. First the Dark Mark, now this?",
Dumbledore," What do you suggest, Minerva?",
McGonagall, Put an end to it. Don't let Potter compete.,
Dumbledore, You heard Barty. The rules are clear.,
McGonagall," Well, the devil with Barty - and his rules. And since when did you accommodate the Ministry?",
Severus Snape," Headmaster, I too find it difficult to believe this mere coincidence. However, if we are to truly discover the meaning of these events, perhaps we should, for the time being... let them unfold.",
McGonagall," What? Do nothing? Offer him up as bait? Potter is a boy, not a piece of meat!",
Dumbledore," I agree... with Severus. Alastor, keep an eye on Harry, will you?",
Crouch, (as Mad-Eye) I can do that.,
Dumbledore," Don't let him know, though. He must be anxious enough as it is... knowing what lies ahead. Then again, we all are.",
Rita Skeeter, This is cozy.,
Harry, It's a broom cupboard.,
Rita," You should feel right at home then. [Forces Harry to a lower part of the cupboard] Don't mind if I use a Quick-Quotes Quill, do you?",
Harry," Oh. Uh, no.",
Rita," So tell me, Harry. Here you sit, a mere boy of twelve--",
Harry, I'm fourteen. Sorry.,
Rita," About to compete against three students, not only vastly more emotionally mature than yourself, but to have mastered spells you wouldn't attempt in your dizziest daydreams. Concerned?",
Harry," I-I don't know. I haven't really thought about it. [looks at the quill, which is writing on its own]",
Rita," Just ignore the quill. Then, of course, you're no ordinary boy of twelve, are you?",
Harry, [miffed] Fourteen.,
Rita, Your story's legend. Do you think it was the trauma of your past that made you so keen to enter such a dangerous tournament?,
Harry, I didn't enter.,
Rita," Of course you didn't. Everyone loves a rebel, Harry. [To the quill] Scratch that last. [the quill obeys] Speaking of your parents, were they alive, how do you think they'd feel? Proud? Or concerned that your attitude shows, at best a pathological need for attention, at worst a psychotic death wish?",
Harry," [looks at the quill's notes] Hey! My eyes aren't ""glistening with the ghosts of my past""!",
Harry, Sirius. How–?,
Sirius," I don't have much time, Harry, so let me get straight to it. Did you or did you not put your name into the Goblet of Fire?",
Harry, No!,
Sirius," Shh! I had to ask. Now tell me about this dream of yours. You mentioned Wormtail and Voldemort, but who was the third man in the room?",
Harry, I don't know.,
Sirius, You didn't hear a name?,
Harry, No. Voldemort was giving him a job to do. Something important.,
Sirius, And what was that?,
Harry," He wanted... me. I don't know why, but he was gonna use this man to get to me. But, I mean, it was only a dream, right?",
Sirius," Yes... it's just a dream. Look, Harry, the Death Eaters at the World Cup; your name rising from that goblet; these are not just coincidences. Hogwarts isn't safe anymore.",
Harry, What are you saying?,
Sirius," I'm saying the devils are inside the walls. Igor Karkaroff? He was a Death Eater and no one, no one stops being a Death Eater. Then there's Barty Crouch, heart of stone, sent his own son to Azkaban.",
Harry, Do you think one of them put my name in the goblet?,
