"character","book","element_id","sentence_id","text"
"harry","deathly_hallows",193,110,"""He spat at you,"" said Harry."""
"luna","deathly_hallows",193,118,"I don't think it makes any difference what we call him,"" Harry told Luna."
"professor","deathly_hallows",193,122,"You must flee,"" whispered Professor McGonagall, ""Now Potter, as quickly as you can!"""
"harry","deathly_hallows",193,123,"""I can't,"" said Harry, ""There's something I need to do."
"harry","deathly_hallows",193,127,"She sat up a little straighter ""Potter, it was madness, utter madness, for you to enter this castle¨C""""I had to,"" said Harry."
"professor","deathly_hallows",193,134,"Potter,"" said Professor McGonagall, turning to face him again with superb indifference to the Carrows' predicament."
"professor","deathly_hallows",193,145,"""I think so,"" said Professor McGonagall dryly, ""we teachers are rather good at magic, you know."
"harry","deathly_hallows",193,148,"With the Floo Network under observation, and Apparition impossible within the grounds¨C""""There's a way,"" said Harry quickly, and he explained about the passageway leading into the Hog's Head."""
"professor","deathly_hallows",193,171,"Wherever you told them to be, I expect, Severus,"" said Professor McGonagall."
"snape","deathly_hallows",193,174,"I was under the impression,"" said Snape, ""That Alecto had apprehended an intruder."""
"professor","deathly_hallows",193,179,"Oh, but naturally,"" said Professor McGonagall."
"professor","deathly_hallows",193,186,"""I thought I heard a disturbance,"" said Professor McGonagall."""
"professor","deathly_hallows",193,211,"He jumped,"" said Professor McGonagall as Harry and Luna ran into the room."""
"mcgonagall","deathly_hallows",193,214,"No, he's not dead,"" said McGonagall bitterly."
"professor","deathly_hallows",193,224,"""Our headmaster is taking a short break,"" said Professor McGonagall, pointing at the Snape-shaped hole in the window."""
"flitwick","deathly_hallows",193,234,"squeaked Flitwick."""
"professor","deathly_hallows",193,236,"said Professor Sprout."""
"professor","deathly_hallows",193,237,"Thank you, Pomona,"" said Professor McGonagall, and between the two witches there passed a look of grim understanding."
"professor","deathly_hallows",193,240,"""Agreed,"" said Professor Sprout, already hurrying toward the door."
"flitwick","deathly_hallows",193,244,"""I can act from here,"" said Flitwick, and although he could barely see out of it, he pointed his wand through the smashed window and started muttering incantations of great complexity."
"professor","deathly_hallows",193,271,"The time has come for Slytherin House to decide upon its loyalties,"" interrupted Professor McGonagall."
"mcgonagall","deathly_hallows",193,295,"Now, Potter,"" said McGonagall."
"lupin","deathly_hallows",193,308,"said Lupin, meeting him at the foot of the stairs."""
"fred","deathly_hallows",193,331,"said Fred."""
"bill","deathly_hallows",193,336,"Mom's right, Ginny,"" said Bill gently."
"fred","deathly_hallows",193,361,"""I was an idiot, I was a pompous prat, I was a ¨C a ¨C""""Ministry-loving, family-disowning, power-hungry moron,"" said Fred."
"fred","deathly_hallows",193,364,"""Well, you can't say fairer than that,"" said Fred, holding his hand out to Percy.Mrs. Weasley burst into tears."
"percy","deathly_hallows",193,369,"It's been coming on for a while,"" said Percy, mopping his eyes under his glasses with a corner of his traveling cloak."
"george","deathly_hallows",193,372,"""Well, we do look to our prefects to take a lead at times such as these,"" said George in a good imitation of Percy's most pompous manner."
"percy","deathly_hallows",193,375,"Said Percy, shaking hands with Fleur as they hurried off toward the staircase with Bill, Fred, and George."""
"lupin","deathly_hallows",193,379,"Molly, how about this,"" said Lupin."
"harry","deathly_hallows",193,387,"I didn't see them pass me,"" said Harry."""
"ginny","deathly_hallows",193,388,"They said something about a bathroom,"" said Ginny, ""not long after you left."""
"professor","deathly_hallows",194,12,"said Professor McGonagall."""
"fred","deathly_hallows",194,72,"called Fred, indicating himself and George, and Kingsley nodded his approval."""
"professor","deathly_hallows",194,74,"""Potter,"" said Professor McGonagall, hurrying up to him, as students flooded the platform, jostling for position, receiving instructions, ""Aren't you supposed to be looking for something?"""
"harry","deathly_hallows",194,76,"Oh,"" said Harry, ""oh yeah!"""
"harry","deathly_hallows",194,214,"said Harry, finishing his thought."""
"harry","deathly_hallows",194,252,"""That,"" said Harry, ""is a really good question."
"harry","deathly_hallows",194,258,"I dunno exactly,"" said Harry, making another random turn, ""but Ron and Hermione must be around here somewhere...."""
"harry","deathly_hallows",194,293,"""It wouldn't stop Voldemort,"" said Harry, ""and your brother would never have done it."""
"ron","deathly_hallows",194,300,"Chamber of Secrets,"" said Ron."""
"harry","deathly_hallows",194,302,"said Harry, coming to an unsteady halt before them."""
"ron","deathly_hallows",194,311,"""Something to get rid of Horcruxes,"" said Ron simply.Harry's eyes dropped to the objects clutched in Ron and Hermione's arms: great curved fangs; torn, he now realized, from the skull of a dead basilisk."""
"harry","deathly_hallows",194,319,"It's what you did to open the locket,"" he told Harry apologetically."
"ron","deathly_hallows",194,327,"""So we're another Horcrux down,"" said Ron, and from under his jacket he pulled the mangled remains of Hufflepuff's cup."
"harry","deathly_hallows",194,332,"yelled Harry."""
"ron","deathly_hallows",194,333,"It was nothing,"" said Ron, though he looked delighted with himself."
"harry","deathly_hallows",194,336,"I know what the diadem looks like, and I know where it is,"" said Harry, talking fast."
"ginny","deathly_hallows",194,345,"said Ginny and Tonks together."""
"harry","deathly_hallows",194,346,"'S far as we know,"" said Harry."
"harry","deathly_hallows",194,352,"""He's fighting,"" said Harry."""
"harry","deathly_hallows",194,361,"Ginny,"" said Harry, ""I'm sorry, but we need you to leave too."
"ron","deathly_hallows",194,376,"No,"" said Ron seriously, ""I mean we should tell them to get out."
"ron","deathly_hallows",194,386,"I know, mate,"" said Ron, who looked as though he had recently been hit on the back of the head with a Bludger, ""so it's now or never, isn't it?"""
"ron","deathly_hallows",194,390,"""Yeah ¨C right ¨C sorry ¨C "" said Ron, and he and Hermione set about gathering up fangs, both pink in the face."
"ron","deathly_hallows",194,394,"said Ron as more screams echoed from close by."""
"ginny","deathly_hallows",194,404,"""Tonks,"" said Ginny, ""Tonks, I'm sure he's okay ¨C ""But Tonks had run off into the dust after Aberforth."
"harry","deathly_hallows",194,406,"They'll be all right,"" said Harry, though he knew they were empty words."
"ron","deathly_hallows",194,414,"said Ron, his voice echoing in the silence."""
"harry","deathly_hallows",194,415,"He thought he was the only one,"" said Harry."
"malfoy","deathly_hallows",194,430,"That's my wand you're holding, Potter,"" said Malfoy, pointing his own through the gap between Crabbe and Goyle."""
"draco","deathly_hallows",194,434,"""My mother,"" said Draco."
"crabbe","deathly_hallows",194,440,"We're gonna be rewarded,"" said Crabbe."
"harry","deathly_hallows",194,446,"""Good plan,"" said Harry in mock admiration."
"malfoy","deathly_hallows",194,452,"I virtually lived in the Room of Hidden Things all last year,"" said Malfoy, his voice brittle."
"malfoy","deathly_hallows",194,472,"""Potter came in here to get it,"" said Malfoy with ill-disguised impatience at the slow-wittedness of his colleagues."
"malfoy","deathly_hallows",194,545,"screamed Malfoy in Harry's ear, and Harry sped up, following Ron, Hermione, and Goyle through the billowing black smoke, hardly able to breathe: and all around them the last few objects unburned by the devouring flames were flung into the air, as the creatures of the cursed fire cast them high in celebration: cups and shields, a sparkling necklace, and an old, discolored tiara ¨C""What are you doing, what are you doing, the door's that way!"""
"malfoy","deathly_hallows",194,551,"C-Crabbe,"" choked Malfoy as soon as he could speak."
"ron","deathly_hallows",194,553,"""He's dead,"" said Ron harshly."
"hermione","deathly_hallows",194,566,"""No,"" said Hermione, getting to her feet too."
"hermione","deathly_hallows",194,575,"whimpered Hermione, her eyes on the broken piece."""
"harry","deathly_hallows",194,578,"""Must've learned from the Carrows,"" said Harry grimly."""
"ron","deathly_hallows",194,579,"Shame he wasn't concentrating when they mentioned how to stop it, really,"" said Ron, whose hair, like Hermione's, was singed, and whose face was blackened."
"percy","deathly_hallows",195,4,"Harry shouted, as more curses flew through the night: He and Ron had both grabbed Hermione and pulled her to the floor, but Percy lay across Fred's body, shielding it from further harm, and when Harry shouted ""Percy, come on, we've got to move!"""
"harry","deathly_hallows",195,21,"Here,"" said Harry, and they placed him in a niche where a suit of armor had stood earlier."
"malfoy","deathly_hallows",195,61,"""No ¨C never,"" whispered Malfoy."
"harry","deathly_hallows",195,92,"""He doesn't think he needs to fight,"" said Harry."
"ron","deathly_hallows",195,95,"""He knows I'm after Horcruxes ¨C he's keeping Nagini close beside him ¨C obviously I'm going to have to go to him to get near the thing¨C""""Right,"" said Ron, squaring his shoulders."
"hermione","deathly_hallows",195,98,"You two stay here, I'll go under the Cloak and I'll be back as soon as I¨C""""No,"" said Hermione,, ""it makes much more sense if I take the Cloak and¨C""""Don't even think about it,"" Ron snarled at her."
"hermione","deathly_hallows",195,105,"cried Hermione, pointing her wand at the tapestry, and there were two loud, sickening crunches as the tapestry turned to stone and the Death Eaters pursuing them crumpled against it."""
"hermione","deathly_hallows",195,111,"""Harry, you get the Cloak on,"" said Hermione."
"ron","deathly_hallows",195,149,"yelled Ron over all the screaming, but before either Harry or Hermione could answer they were bowled aside; Hagrid had come thundering down the stairs, brandishing his flowery pink umbrella."""
"hermione","deathly_hallows",195,163,"shrieked Hermione, as she and Ron caught up with Harry and gazed upward at the giant now trying to seize people through the window above."""
"luna","deathly_hallows",195,187,"That's right,"" said Luna encouragingly, as if they were back in the Room of Requirement and this was simply spell practice for the D.A. ""That's right, Harry..."
"ron","deathly_hallows",195,195,"Can't thank you enough,"" said Ron shakily, turning to Luna, Ernie, and Seamus ""you just saved¨C""With a roar and an earth-quaking tremor, another giant came lurching out of the darkness from the direction of the forest, brandishing a club taller than any of them."""
"ron","deathly_hallows",195,200,"yelled Ron as the giant swung its club again and its bellows echoed through the night, across the grounds where bursts of red and green light continued to illuminate the darkness."""
"harry","deathly_hallows",195,201,"The Whomping willow,"" said Harry, ""go!"""
"nox","deathly_hallows",195,233,"With difficulty he dragged it over himself, murmured, ""Nox,"" extinguishing his wandlight, and continued on his hands and knees, as silently as possible, all his senses straining, expecting every second to be discovered, to hear a cold clear voice, see a flash of green light."
"voldemort","deathly_hallows",195,240,"my Lord, their resistance is crumbling ¨C""""¨C and it is doing so without your help,"" said Voldemort in his high, clear voice."
"voldemort","deathly_hallows",195,251,"I have a problem, Severus,"" said Voldemort softly."""
"voldemort","deathly_hallows",195,261,"""No,"" said Voldemort."
"voldemort","deathly_hallows",195,267,"No difference,"" said Voldemort again."
"voldemort","deathly_hallows",195,320,"My Lord ¨C let me go to the boy ¨C""""All this long night when I am on the brink of victory, I have sat here,"" said Voldemort, his voice barely louder than a whisper, ""wondering, wondering, why the Elder Wand refuses to be what it ought to be, refuses to perform as legend says it must perform for its rightful owner..."
"voldemort","deathly_hallows",195,332,"It cannot be any other way,"" said Voldemort."
"voldemort","deathly_hallows",195,341,"I regret it,"" said Voldemort coldly."
"ron","deathly_hallows",196,20,"Don't listen to him,"" said Ron."""
"hermione","deathly_hallows",196,21,"It'll be all right,"" said Hermione wildly."
"lily","deathly_hallows",196,93,"""But I'm fine,"" said Lily, still giggling."
"lily","deathly_hallows",196,104,"It's not hurting you,"" said Lily, but she closed her hand on the blossom and threw it back to the ground."""
"snape","deathly_hallows",196,118,"""You're...you're a witch,"" whispered Snape."
"snape","deathly_hallows",196,127,"You are,"" said Snape to Lily."
"lily","deathly_hallows",196,137,"They live down Spinner's End by the river,"" she told Lily, and it was evident from her tone that she considered the address a poor recommendation."
"snape","deathly_hallows",196,139,"""Haven't been spying,"" said Snape, hot and uncomfortable and dirty-haired in the bright sunlight."
"snape","deathly_hallows",196,166,"""It's real for us,"" said Snape."
"lily","deathly_hallows",196,170,"whispered Lily."""
"snape","deathly_hallows",196,171,"Definitely,"" said Snape, and even with his poorly cut hair and his odd clothes, he struck an oddly impressive figure sprawled in front of her, brimful of confidence in his destiny."""
"snape","deathly_hallows",196,174,"Normally,"" said Snape."
"lily","deathly_hallows",196,181,"""Good,"" said Lily, relaxing."
"snape","deathly_hallows",196,183,"You've got loads of magic,"" said Snape."
"snape","deathly_hallows",196,193,"""Oh yes, they're arguing,"" said Snape."
"snape","deathly_hallows",196,197,"""He doesn't like anything, much,"" said Snape."""
"lily","deathly_hallows",196,209,"said Lily, surprise and welcome in her voice, but Snape had jumped to his feet."""
"lily","deathly_hallows",196,252,"I'm not a freak,"" said Lily."
"snape","deathly_hallows",196,299,"You'd better be in Slytherin,"" said Snape, encouraged that she had brightened a little."""
"james","deathly_hallows",196,307,"Blimey,"" said James, ""and I thought you seemed all right!"""
"snape","deathly_hallows",196,317,"""No,"" said Snape, though his slight sneer said otherwise."
"snape","deathly_hallows",196,357,"That was nothing,"" said Snape."
"lily","deathly_hallows",196,362,"said Lily."""
"lily","deathly_hallows",196,366,"""He's ill,"" said Lily."
"snape","deathly_hallows",196,368,"said Snape."""
"lily","deathly_hallows",196,369,"I know your theory,"" said Lily, and she sounded cold."
"dumbledore","deathly_hallows",196,445,"""Ah, yes,"" said Dumbledore."
"dumbledore","deathly_hallows",196,450,"""The prophecy did not refer to a woman,"" said Dumbledore."
"dumbledore","deathly_hallows",196,452,"He thinks it means her son, he is going to hunt her down ¨C kill them all ¨C """"If she means so much to you,"" said Dumbledore, ""surely Lord Voldemort will spare her?"
"dumbledore","deathly_hallows",196,454,"""I have ¨C I have asked him ¨C """"You disgust me,"" said Dumbledore, and Harry had never heard so much contempt in his voice."
"dumbledore","deathly_hallows",196,470,"""She and James put their faith in the wrong person,"" said Dumbledore."
"dumbledore","deathly_hallows",196,474,"Her boy survives,"" said Dumbledore."
"dumbledore","deathly_hallows",196,509,"¨C mediocre, arrogant as his father, a determined rule-breaker, delighted to find himself famous, attention-seeking and impertinent ¨C """"You see what you expect to see, Severus,"" said Dumbledore, without raising his eyes from a copy of Transfiguration Today."
"dumbledore","deathly_hallows",196,515,"murmured Dumbledore."""
"snape","deathly_hallows",196,523,"""No,"" said Snape, his black eyes on Fleur's and Roger's retreating figures."
"dumbledore","deathly_hallows",196,525,"""No,"" agreed Dumbledore."
"snape","deathly_hallows",196,534,"Why,"" said Snape, without preamble, ""why did you put on that ring?"
"dumbledore","deathly_hallows",196,576,"""In short, the boy has had a death sentence pronounced upon him as surely as I have,"" said Dumbledore."
"dumbledore","deathly_hallows",196,582,"""And if it does fall into his grasp,"" said Dumbledore, almost, it seemed, as an aside, ""I have your word that you will do all in your power to protect the students at Hogwarts?"""
"dumbledore","deathly_hallows",196,601,"""Oh, not quite yet,"" said Dumbledore, smiling."
"snape","deathly_hallows",196,604,"""If you don't mind dying,"" said Snape roughly, ""why not let Draco do it?"""
"dumbledore","deathly_hallows",196,605,"""That boy's soul is not yet so damaged,"" said Dumbledore."
"dumbledore","deathly_hallows",196,609,"""You alone know whether it will harm your soul to help an old man avoid pain and humiliation,"" said Dumbledore."
"dumbledore","deathly_hallows",196,639,"""Voldemort fears that connection,"" said Dumbledore."
"dumbledore","deathly_hallows",196,687,"""We have protected him because it has been essential to teach him, to raise him, to let him try his strength,"" said Dumbledore, his eyes still tight shut."
"snape","deathly_hallows",196,696,"""Lately, only those whom I could not save,"" said Snape."
"dumbledore","deathly_hallows",196,702,"Now you tell me you have been raising him like a pig for slaughter ¨C """"But this is touching, Severus,"" said Dumbledore seriously."
"snape","deathly_hallows",196,711,"""Always,"" said Snape."
"dumbledore","deathly_hallows",196,714,"You will have to give Voldemort the correct date of Harry's departure from his aunt and uncle's,"" said Dumbledore."
"snape","deathly_hallows",196,749,"If Voldemort should read Harry's mind and see you acting for him ¨C """"I know,"" said Snape curtly."
"snape","deathly_hallows",196,753,"said Snape as he swung a traveling cloak over his robes."""
"oliver","deathly_hallows",197,65,"I can manage him alone, Neville,"" said Oliver Wood, and he heaved Colin over his shoulder in a fireman's lift and carried him into the Great Hall."
"harry","deathly_hallows",197,81,"It's all part of the plan,"" said Harry."
"ginny","deathly_hallows",197,122,"""I know,"" said Ginny, and her voice broke."
"james","deathly_hallows",197,176,"You are nearly there,"" said James."
"sirius","deathly_hallows",197,183,"Not at all,"" said Sirius."
"lupin","deathly_hallows",197,186,"He wants it over,"" said Lupin."""
"lupin","deathly_hallows",197,192,"Remus, I'm sorry ¨C""""I am sorry too,"" said Lupin."
"james","deathly_hallows",197,199,"""Until the very end,"" said James."""
"sirius","deathly_hallows",197,202,"We are part of you,"" said Sirius."
"voldemort","deathly_hallows",197,247,"I thought he would come,"" said Voldemort in his high, clear voice, his eyes on the leaping flames."
"voldemort","deathly_hallows",197,254,"mistaken,"" said Voldemort."""
"harry","deathly_hallows",197,263,"Then a voice yelled: ""HARRY!"
"harry","deathly_hallows",198,57,"But you're dead,"" said Harry."""
"dumbledore","deathly_hallows",198,58,"Oh yes,"" said Dumbledore matter-of-factly."""
"dumbledore","deathly_hallows",198,61,"""Ah,"" said Dumbledore, smiling still more broadly."
"dumbledore","deathly_hallows",198,67,"Not,"" said Dumbledore."""
"dumbledore","deathly_hallows",198,73,"""And that,"" said Dumbledore, ""will, I think, have made all the difference."""
"harry","deathly_hallows",198,75,"Explain,"" said Harry."""
"dumbledore","deathly_hallows",198,76,"But you already know,"" said Dumbledore."
"harry","deathly_hallows",198,78,"I let him kill me,"" said Harry."
"dumbledore","deathly_hallows",198,80,"""You did,"" said Dumbledore, nodding."
"dumbledore","deathly_hallows",198,93,"""Something that is beyond either of our help,"" said Dumbledore."""
"dumbledore","deathly_hallows",198,95,"""I think you know,"" said Dumbledore."
"harry","deathly_hallows",198,102,"He took my blood,"" said Harry."""
"harry","deathly_hallows",198,118,"more,"" said Harry, and Dumbledore smiled."""
"dumbledore","deathly_hallows",198,136,"But my guesses have usually been good,"" said Dumbledore happily, and they sat in silence for what seemed like a long time, while the creature behind them continued to whimper and tremble."""
"harry","deathly_hallows",198,137,"There's more,"" said Harry."
"harry","deathly_hallows",198,141,"""Have a guess, then,"" said Harry, and Dumbledore laughed."""
"harry","deathly_hallows",198,169,"""I feel great at the moment, though,"" said Harry, looking down at his clean, unblemished hands."
"dumbledore","deathly_hallows",198,171,"""Well, I was going to ask you that,"" said Dumbledore, looking around."
"dumbledore","deathly_hallows",198,202,"The Hallows, the Hallows,"" murmured Dumbledore."
"dumbledore","deathly_hallows",198,205,"""Real, and dangerous, and a lure for fools,"" said Dumbledore."
"harry","deathly_hallows",198,214,"""Of course you were,"" said Harry."
"dumbledore","deathly_hallows",198,217,"""True, true,"" said Dumbledore, and he was like a child seeking reassurance."
"harry","deathly_hallows",198,219,"""Not the way he did,"" said Harry."
"dumbledore","deathly_hallows",198,222,"""Hallows,"" murmured Dumbledore, ""not Horcruxes."
"dumbledore","deathly_hallows",198,236,"The Peverell brothers ¨C """" ¨C were the three brothers of the tale,"" said Dumbledore, nodding."
"dumbledore","deathly_hallows",198,258,"""True,"" sighed Dumbledore."
"dumbledore","deathly_hallows",198,262,"""Oh yes,"" said Dumbledore faintly."
"dumbledore","deathly_hallows",198,267,"""But I don't despise you ¨C """"Then you should,"" said Dumbledore."
"dumbledore","deathly_hallows",198,341,"""Oh, not death,"" said Dumbledore, in answer to Harry's questioning look."
"dumbledore","deathly_hallows",198,418,"""I admit that was my intention,"" said Dumbledore, ""but it did not work as I intended, did it?"""
"harry","deathly_hallows",198,419,"""No,"" said Harry."
"dumbledore","deathly_hallows",198,432,"""On,"" said Dumbledore simply."
"dumbledore","deathly_hallows",198,438,"""I think,"" said Dumbledore, ""that if you choose to return, there is a chance that he may be finished for good."
"harry","deathly_hallows",198,449,"Tell me one last thing,"" said Harry, ""Is this real?"
"voldemort","deathly_hallows",199,27,"My Lord, let me ¨C""""I do not require assistance,"" said Voldemort coldly, and though he could not see it, Harry pictured Bellatrix withdrawing a helpful hand."
"voldemort","deathly_hallows",199,32,"You,"" said Voldemort, and there was a bang and a small shriek of pain."
"voldemort","deathly_hallows",199,60,"Now,"" said Voldemort, ""we go to the castle, and show them what has become of their hero."
"voldemort","deathly_hallows",199,68,"Move,"" said Voldemort, and Hagrid stumbled forward, forcing his way through the close-growing trees, back through the forest."
"voldemort","deathly_hallows",199,98,"Come,"" said Voldemort, and Harry heard him move ahead, and Hagrid was forced to follow."
"ron","deathly_hallows",199,132,"yelled Ron, and the charm broke, and the defenders of Hogwarts were shouting and screaming again until a second, more powerful bang extinguished their voices once more."""
"voldemort","deathly_hallows",199,133,"He was killed while trying to sneak out of the castle grounds,"" said Voldemort, and there was a relish in his voice for the lie."
"voldemort","deathly_hallows",199,144,"""Ah, yes, I remember,"" said Voldemort, looking down at Neville, who was struggling back to his feet, unarmed and unprotected, standing in the no-man's-land between the survivors and the Death Eaters."
"neville","deathly_hallows",199,148,"said Neville loudly."""
"neville","deathly_hallows",199,152,"""I'll join you when hell freezes over,"" said Neville."
"voldemort","deathly_hallows",199,155,"Very well,"" said Voldemort, and Harry heard more danger in the silkiness of his voice than in the most powerful curse."
"voldemort","deathly_hallows",199,161,"There will be no more Sorting at Hogwarts School,"" said Voldemort."
"voldemort","deathly_hallows",199,167,"Neville here is now going to demonstrate what happens to anyone foolish enough to continue to oppose me,"" said Voldemort, and with a flick of his wand, he caused the Sorting Hat to burst into flames."
"harry","deathly_hallows",199,233,"""Nobody,"" said Harry simply."
"harry","deathly_hallows",199,248,"""You won't be killing anyone else tonight,"" said Harry as they circled, and stared into each other's eyes, green into red."
"harry","deathly_hallows",199,259,"""You dare ¨C """"Yes, I dare,"" said Harry."
"harry","deathly_hallows",199,269,"""Just one thing,"" said Harry, and still they circled each other, wrapped in each other, held apart by nothing but the last secret."""
"voldemort","deathly_hallows",199,270,"If it is not love that will save you this time,"" said Voldemort, ""you must believe that you have magic that I do not, or else a weapon more powerful than mine?"""
"harry","deathly_hallows",199,271,"""I believe both,"" said Harry, and he saw shock flit across the snakelike face, though it was instantly dispelled; Voldemort began to laugh, and the sound was more frightening than his screams; humorless and insane, it echoed around the silent Hall."""
"harry","deathly_hallows",199,275,"""Oh he dreamed of it,"" said Harry, ""but he knew more than you, knew enough not to do what you've done."""
"harry","deathly_hallows",199,279,"""No, he was cleverer than you,"" said Harry, ""a better wizard, a better man."""
"harry","deathly_hallows",199,281,"""You thought you did,"" said Harry, ""but you were wrong."""
"harry","deathly_hallows",199,285,"""Yes, Dumbledore is dead,"" said Harry calmly, ""but you didn't have him killed."
"voldemort","deathly_hallows",199,288,"said Voldemort, but still he did not strike, and his red eyes did not waver from Harry's."""
"harry","deathly_hallows",199,289,"Severus Snape wasn't yours,"" said Harry."
"harry","deathly_hallows",199,296,"Snape's Patronus was a doe,"" said Harry, ""the same as my mother's, because he loved her for nearly all of his life, from the time when they were children."
"voldemort","deathly_hallows",199,298,"""He desired her, that was all,"" sneered Voldemort, ""but when she had gone, he agreed that there were other women, and of purer blood, worthier of him ¨C """"Of course he told you that,"" said Harry, ""but he was Dumbledore's spy from the moment you threatened her, and he's been working against you ever since!"
"harry","deathly_hallows",199,298,"""He desired her, that was all,"" sneered Voldemort, ""but when she had gone, he agreed that there were other women, and of purer blood, worthier of him ¨C """"Of course he told you that,"" said Harry, ""but he was Dumbledore's spy from the moment you threatened her, and he's been working against you ever since!"
"harry","deathly_hallows",199,318,"It's your one last chance,"" said Harry, ""it's all you've got left...."
"voldemort","deathly_hallows",199,324,"said Voldemort again."""
"harry","deathly_hallows",199,325,"Yes, I dare,"" said Harry, ""because Dumbledore's last plan hasn't backfired on me at all."
"harry","deathly_hallows",199,357,"""But you're too late,"" said Harry."
"dumbledore","deathly_hallows",199,426,"""My dear boy, I do,"" said Dumbledore, while his fellow pictures looked confused and curious."
"harry","deathly_hallows",199,429,"""No one,"" said Harry, and Dumbledore nodded his satisfaction."""
"harry","deathly_hallows",199,430,"I'm going to keep Ignotus's present, though,"" said Harry, and Dumbledore beamed."""
"harry","deathly_hallows",199,435,"said Harry."""
"harry","deathly_hallows",199,439,"""I know it's powerful,"" said Harry wearily."
"dumbledore","deathly_hallows",199,449,"I'm putting the Elder Wand,"" he told Dumbledore, who was watching him with enormous affection and admiration, ""back where it came from."
"hermione","deathly_hallows",199,459,"I think Harry's right,"" said Hermione quietly."""
"ginny","deathly_hallows",200,11,"said Ginny."""
"james","deathly_hallows",200,12,"I only said he might be,"" said James, grinning at his younger brother."
"ginny","deathly_hallows",200,20,"Every day, if you want us to,"" said Ginny."""
"ginny","deathly_hallows",200,22,"""We wrote to James three times a week last year,"" said Ginny."""
"ginny","deathly_hallows",200,31,"We'll find them,"" said Ginny reassuringly."
"ginny","deathly_hallows",200,34,"I think that's them, Al,"" said Ginny suddenly."
"hermione","deathly_hallows",200,43,"""No, I didn't,"" said Hermione, ""I had complete faith in you."""
"ron","deathly_hallows",200,47,"If you're not in Gryffindor, we'll disinherit you,"" said Ron, ""but no pressure."""
"hermione","deathly_hallows",200,50,"He doesn't mean it,"" said Hermione and Ginny, but Ron was no longer paying attention."
"ron","deathly_hallows",200,58,"So that's little Scorpius,"" said Ron under his breath."
"hermione","deathly_hallows",200,61,"""Ron, for heaven's sake,"" said Hermione, half stern, half amused."
"ron","deathly_hallows",200,63,"""You're right, sorry,"" said Ron, but unable to help himself, he added, ""Don't get too friendly with him, though, Rosie."
"harry","deathly_hallows",200,85,"""He already comes round for dinner about four times a week,"" said Harry ""Why don't we just invite him to live with us and have done with it?"""
"harry","deathly_hallows",200,89,"""No,"" said Harry firmly, ""you and Al will share a room only when I want the house demolished."""
"james","deathly_hallows",200,93,"Ginny told James as she hugged him."""
"harry","deathly_hallows",200,111,"""Bye, Al,"" said Harry as his son hugged him."
"harry","deathly_hallows",200,127,"""It did for me,"" said Harry."
"ron","deathly_hallows",200,134,"Don't let it worry you,"" said Ron."
"ginny","deathly_hallows",200,142,"He'll be alright,"" murmured Ginny."
"dot","goblet_of_fire",59,42," ""Horrible temper,"" said Dot, nodding fervently."
"dot","goblet_of_fire",59,55," ""'S far as I'm concerned, he killed them, and I don't care what the police say,""  said Dot in the Hanged Man."
"wormtail","goblet_of_fire",59,138,"  ""My Lord, it makes sense,"" said Wormtail, sounding thoroughly relieved now."
"wormtail","goblet_of_fire",59,173,"By that time, my faithful serant will have rejoined us --""  ""I am a faithful servant,"" said Wormtail, the merest trace of sullenness in his voice."
"wormtail","goblet_of_fire",59,175,"  ""I found you,"" said Wormtail, and there was definitely a sulky edge to his voice now."
"frank","goblet_of_fire",59,255,"  ""I don't know what you mean by wizard,"" said Frank, his voice growing steadier."
"uncle","goblet_of_fire",61,52," ""This just arrived,"" said Uncle Vernon."
"harry","goblet_of_fire",61,69," ""She did put enough stamps on, then,"" said Harry, trying to sound as though Mrs.  Weasley's was a mistake anyone could make."
"harry","goblet_of_fire",61,92," ""You've seen her,"" said Harry."
"harry","goblet_of_fire",61,117," ""Normal for us,"" said Harry, and before his uncle could stop him, he added, ""you know, owl post."
"harry","goblet_of_fire",61,123,"""You stand there, in the clothes Petunia and I have put on your ungrateful back -""  ""Only after Dudley finished with them,"" said Harry coldly, and indeed, he was dressed in a sweatshirt so large for him that he had had to roll back the sleeves five times so as to be able to use his hands, and which fell past the knees of his extremely baggy jeans."
"harry","goblet_of_fire",61,137," ""Well - yeah,"" said Harry, casually."
"harry","goblet_of_fire",61,156,"  ""Okay then,"" said Harry brightly."
"harry","goblet_of_fire",62,25," ""Er,"" said Harry."
"harry","goblet_of_fire",62,30," ""I think so,"" said Harry."
"harry","goblet_of_fire",62,44," I know,"" said Harry."
"uncle","goblet_of_fire",62,53,"  ""Well, they most certainly won't be,"" said Uncle Vernon, and Harry heard him stand up and start pacing the living room."
"harry","goblet_of_fire",62,83,"  ""They - they've tried to get here by Floo powder,"" said Harry, fighting a mad desire to laugh."
"george","goblet_of_fire",62,108,"  ""Yeah, we're having the time of our lives here,"" said George, whose voice sounded muffled, as though he was squashed against the wall."
"harry","goblet_of_fire",62,144,"  ""It's upstairs,"" said Harry, grinning back."
"fred","goblet_of_fire",62,145," ""We'll get it,"" said Fred at once."
"harry","goblet_of_fire",62,172," ""Yep,"" said Harry, ""that's Dudley."""
"fred","goblet_of_fire",62,193," ""Coming,"" said Fred."
"ron","goblet_of_fire",62,203," ""See you,"" said Ron brightly to the Dursleys."
"harry","goblet_of_fire",62,224,"  ""See you,"" said Harry, putting one foot forward into the green flames, which felt pleasantly like warm breath."
