Book,Character,House,Text
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  Harry and Hermione looked at each other, then back at him    'But you've lasted this long - ' Hermione said tentatively."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'You want us to teach him,' Harry said in a hollow voice."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"    'I knew I could count on yeh, Harry,' Hagrid said, beaming ."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"  'I thought we told you, Hagrid,' said a deep male voice, 'That you are no longer welcome here?'"
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"    'You ought not to have meddled, Hagrid,' said Magorian."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"It's not up ter yeh who comes an' goes in here - '    'No more is it up to you, Hagrid,' said Magorian smoothly."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"  'Hagrid,' said Hermione in a high-pitched and terrified voice, as both Bane and the grey centaur pawed at the ground, 'let's go, please let's go!'"
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"    'Hagrid,' said Hermione breathlessly, skirting the patch of nettles they had passed on their way there, 'if the centaurs don't want humans in the Forest, it doesn't really look as though Harry and I will be able - '    Ah, you heard what they said, said Hagrid dismissively, they wouldn't hurt foals - I mean, kids."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Nice try,' Harry murmured to Hermione, who looked crestfallen."
Book_Order_Of_The_Phoenix,Book_Song,#N/A,"'And I wish they'd stop singing that stupid song,' said Hermione miserably, 'haven't they gloated enough?'"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"no, Ron,' said Hermione with a heavy sigh, putting down her book and looking at him apologetically."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"    'It was Hagrid,' said Harry."
Book_Order_Of_The_Phoenix,Book_Mcgonagall,Gryffindor,"  'As you can see,' Professor McGonagall told the class as they copied down the dates and times of their exams from the blackboard, 'your OWLs are spread over two successive weeks."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Please, Professor,' said Hermione, her hand in the air, 'when will we find out our results?'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"I wasn't sure whether I ought to, it felt like too much - and on question twenty-three - '    'Hermione,' said Ron sternly, 'we've been through this before ."
Book_Order_Of_The_Phoenix,Book_Flitwick,Ravenclaw,"  Ten minutes later, Professor Flitwick called, 'Parkinson, Pansy - Patil, Padma - Patil, Parvati - Potter."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'Professor Tofty is free, Potter,' squeaked Professor Flitwick, who was standing just inside the door."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"    Hagrid roared, 'Reasonable be damned, yeh won' take me like this, Dawlish!'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  I'm - I'm fine, sir,' Harry stammered, wiping the sweat from his face."
Book_Order_Of_The_Phoenix,Book_Mcgonagall,Gryffindor,"    'I need to see Professor McGonagall,' gasped Harry, the breath tearing his lungs."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"    'She's not here, Potter,' said Madam Pomfrey sadly."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'I don't wonder you're shocked, Potter,' said Madam Pomfrey, with a kind of fierce approval in her face."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Come with me,' Harry said quickly."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"Then Ron said, 'G-get there?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Harry,' said Hermione in a rather frightened voice, 'er ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'Anyway, the Department of Mysteries has always been completely empty whenever I've been - '    'You've never been there, Harry,' said Hermione quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Harry shouted at her, 'I'm not having nightmares, I'm not just dreaming!"
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'But Harry, you've just said it,' said Hermione fiercely, 'Dumbledore wanted you to learn to shut these things out of your mind, if you'd done Occlumency properly you'd never have seen this - '    'IF YOU THINK I'M JUST GOING TO ACT LIKE I HAVEN'T SEEN - '    'Sirius told you there was nothing more important than you learning to close your mind!'"
Book_Order_Of_The_Phoenix,Book_Ginny,Gryffindor,"    Though clearly struggling to understand what was going on, Ginny said immediately, 'Yeah, we'll do it,' and Luna said, 'When you say ""Sirius"", are you talking about Stubby Boardman?'"
Book_Order_Of_The_Phoenix,Book_Luna,Ravenclaw,"    Though clearly struggling to understand what was going on, Ginny said immediately, 'Yeah, we'll do it,' and Luna said, 'When you say ""Sirius"", are you talking about Stubby Boardman?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'OK,' Harry said aggressively to Hermione, 'OK, if you can think of a way of doing this quickly, I'm with you, otherwise I'm going to the Department of Mysteries right now.'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"When at last the surrounding area was quite clear, Hermione said quietly, 'I think that's as good as we're going to get, Harry - cone on, let's do it.'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"As they passed Ginny, Hermione whispered, 'Good one ."
Book_Order_Of_The_Phoenix,Book_Kreacher,No Entry,"  'It's the Potter boys head in the fire,' Kreacher informed the empty kitchen, stealing furtive, oddly triumphant glances at Harry."
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"'You stationed lookouts around my office and you sent this buffoon,' she nodded at Ron - Malfoy laughed even louder - 'to tell me the poltergeist was wreaking havoc in the Transfiguration department when I knew perfectly well that he was busy smearing ink on the eyepieces of all the school telescopes - 'Mr Filch having just informed me so."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'Ah, Professor Snape,' said Umbridge, smiling widely and standing up again."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,'We j - j - just did what P - P - Professor Dumbledore told us t - t - to do.'
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'Professor,' said Malfoy eagerly, 'Professor Umbridge, I think some of the Squad should come with you to look after - '    'I am a fully qualified Ministry official, Malfoy, do you really think I cannot manage two wandless teenagers alone?'"
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'No, I don't think so, Mr Potter,' said Umbridge sweetly, poking him in the back with it."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Hermione, keep your voice down,' Harry muttered, hurrying to catch up with her."
Book_Order_Of_The_Phoenix,Book_Ronan,No Entry,"    'They brought her here, Ronan,' replied the centaur who had such a firm grip on Harry."
Book_Order_Of_The_Phoenix,Book_Ginny,Gryffindor,"  'You're too - ' Harry began, but Ginny said fiercely, 'I'm three years older than you were when you fought You-Know-Who over the Philosophers Stone, and it's because of me that Malfoy's stuck back in Umbridge's office with giant flying bogies attacking him - '    'Yeah, but - '    'We were all in the DA together,' said Neville quietly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Four, Hermione,' said Ginny, scowling."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  This is mad,' Ron murmured, moving his free hand gingerly up and down his horses neck."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Harry Potter, Ron Weasley, Hermione Granger,' Harry said very quickly, 'Ginny Weasley, Neville Longbottom, Luna Lovegood ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'We're coming with you, Harry,' said Neville."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Someone shut the door,' Harry muttered."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  This is it,' Harry said again, and his heart was now pumping so hard and fast he felt it must interfere with his speech, 'it's through here - '    He glanced around at them all; they had their wands out and looked suddenly serious and anxious."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'    'Keep your wands ready,' Harry said softly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'He should be near here,' whispered Harry, convinced that every step was going to bring the ragged form of Sirius into view on the darkened floor."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Don't, Harry,' said Neville suddenly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Don't do anything,' Harry muttered."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'It's time you learned the difference between life and dreams, Potter,' said Malfoy."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'Do not play games with us, Potter,' said Malfoy."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"said Malfoy, sounding maliciously delighted; some of the Death Eaters were laughing again, and under cover of their laughter, Harry hissed to Hermione, moving his lips as little as possible, 'Smash shelves - '    'Dumbledore never told you?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  ""Whaddever you do, Harry,' said Neville fiercely from under the desk, lowering his hands to show a clearly broken nose and blood pouring down his mouth and chin, 'don'd gib it to him!'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Hermione,' Harry said at once, shaking her as the baby-headed Death Eater blundered out of sight again."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Neville, we're not far from the exit,' Harry whispered, 'we're right next to that circular room ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Harry,' said Ron, giggling weakly, lurching forwards, seizing the front of Harry's robes and gazing at him with unfocused eyes, 'there you are ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Harry,' said Ron, pulling Harry's ear down to his mouth and still giggling weakly, 'you know who this girl is, Harry?"
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'You are not in a position to bargain, Potter,' said Lucius Malfoy, his pale face flushed with pleasure."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Harry said to Neville, pulling him aside as Sirius and his Death Eater lurched past, duelling so fiercely that their wands were blurs; then Harry's foot made contact with something round and hard and he slipped."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'Now, Potter - '    He made the same slashing movement with his wand that he had used on Hermione just as Harry yelled, 'Protego!'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"Springing up, Harry yelled, 'Petrificus Totalus!'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'He can't come back, Harry,' said Lupin, his voice breaking as he struggled to contain Harry."
Book_Order_Of_The_Phoenix,Book_Bella,#N/A,"'Master, you should know - '    'Be quiet, Bella,' said Voldemort dangerously."
Book_Order_Of_The_Phoenix,Book_Tom,No Entry,"  'It was foolish to come here tonight, Tom,' said Dumbledore calmly."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'We both know that there are other ways of destroying a man, Tom,' Dumbledore said calmly, continuing to walk towards Voldemort as though he had not a fear in the world, as though nothing had happened to interrupt his stroll up the hall."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  Sure it was over, sure Voldemort had decided to flee, Harry made to run out from behind his statue guard, but Dumbledore bellowed: 'Stay where you are, Harry!'"
Book_Order_Of_The_Phoenix,Book_Cornelius,No Entry,"    'If you proceed downstairs into the Department of Mysteries, Cornelius,' said Dumbledore - apparently satisfied that Harry was all right, and walking forwards so that the newcomers realised he was there for the first time (a few of them raised their wands; others simply looked amazed; the statues of the elf and goblin applauded and Fudge jumped so much that his slipper-clad feet left the floor) - 'you will find several escaped Death Eaters contained in the Death Chamber, bound by an Anti-Disapparation Jinx and awaiting your decision as to what to do with them.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Well, Harry,' said Dumbledore, finally turning away from the baby bird, 'you will be pleased to hear that none of your fellow students are going to suffer lasting damage from the night's events.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I know how you're feeling, Harry,' said Dumbledore very quietly."
Book_Order_Of_The_Phoenix,Book_Phineas,Slytherin,"They would much rather be tragically misunderstood, wallow in self-pity, stew in their own - '    That's enough, Phineas,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  There  is  no  shame   in  what  you  are   feeling,  Harry,'  said Dumbledore's voice."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Let me out,' Harry said again."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Let me out,' Harry said yet again, in a voice that was cold and almost as calm as Dumbledore's."
Book_Order_Of_The_Phoenix,Book_Phineas,Slytherin,"    'Yes, Phineas,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'You've told me this before, Professor,' said Harry bluntly."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"I am speaking, of course, of the night when you witnessed the attack on Mr Weasley'    'Yeah, Snape told me,' Harry muttered."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"I am speaking, of course, of the night when you witnessed the attack on Mr Weasley'    'Yeah, Snape told me,' Harry muttered."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Yeah,' Harry mumbled."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,  'Sirius told me you felt Voldemort awake inside you the very night that you had the vision of Arthur Weasley's attack.
Book_Order_Of_The_Phoenix,Book_Kreacher,No Entry,"  'Kreacher told me last night,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Kreacher,No Entry,  'And Kreacher told you all this .
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'And,' whispered Harry, his hands curled in cold fists on his knees, 'and Hermione kept telling us to be nice to him - '    'She was quite right, Harry,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'Kreacher's a lying - foul - he deserved - '    'Kreacher is what he has been made by wizards, Harry,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"When I told him Voldemort had Sirius he just sneered at me as usual - '    'Harry you know Professor Snape had no choice but to pretend not to take you seriously in front of Dolores Umbridge,' said Dumbledore steadily, 'but as I have explained, he informed the Order as soon as possible about what you had said."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"'I have already said that it was a mistake for me not to teach you myself, though I was sure, at the time, that nothing could have been more dangerous than to open your mind even further to Voldemort while in my presence - '    'Snape made it worse, my scar always hurt worse after lessons with him - ' Harry remembered Ron's thoughts on the subject and plunged on '- how do you know he wasn't trying to soften me up for Voldemort, make it easier for him to get inside my - '    'I trust Severus Snape,' said Dumbledore simply."
Book_Order_Of_The_Phoenix,Book_Kreacher,No Entry,"    'Sirius did not hate Kreacher,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  'I did not say that, nor will you ever hear me say it,' Dumbledore: replied quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  The prophecy's smashed,' Harry said blankly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I feel I owe you another explanation, Harry,' said Dumbledore hesitantly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,Harry was sitting on the end of Ron's bed and they were both listening to Hermione read the front page of the Sunday Prophet.
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Yes, they're very complimentary about you now, Harry,' said Hermione, scanning down the article."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'I think he left it as a monument to Fred and George,' said Ron, through a mouthful of chocolate."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"    'You think you're such a big man, Potter,' said Malfoy, advancing now, Crabbe and Goyle flanking him."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"    'Yes, Professor Snape,' said Professor McGonagall."
Book_Order_Of_The_Phoenix,Book_Granger,#N/A,"    'So that's fifty each for Potter, the two Weasleys, Longbottom and Miss Granger,' said Professor McGonagall, and a shower of rubies fell down into the bottom bulb of Gryffindor s hour-glass as she spoke."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I'm fine,' Harry said quickly, because he could not bear to discuss the thing that he knew was in Hagrid's mind."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Ev'ryone knows yeh've bin tellin' the truth now, Harry' said Hagrid softly and unexpectedly."
Book_Order_Of_The_Phoenix,Book_Ginny,Gryffindor,Ginny told me.'
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I'm sorry,' Harry mumbled."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'But it won't be long now    'Hey, Harry,' said Ron softly, nodding towards the glass window on to the corridor."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Hello, Harry,' said Lupin, as Mrs Weasley let go of Harry and turned to greet Hermione."
Book_Order_Of_The_Phoenix,Book_Arthur,Gryffindor,"    'Yeah, I reckon so, Arthur,' said Moody."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'We thought we'd just have a few words with you about Harry,' said Mr Weasley, still smiling."
Book_Order_Of_The_Phoenix,Book_Potter,Gryffindor,"  'Bye, then, Potter,' said Moody, grasping Harry's shoulder for a moment with a gnarled hand."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Take care, Harry,' said Lupin quietly."
Book_Order_Of_The_Phoenix,Book_Weasley,Gryffindor,"    'Harry, we'll have you away from there as soon as we can,' Mrs Weasley whispered, hugging him again."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Really soon, Harry,' said Hermione earnestly."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'Record numbers of stranded holidaymakers fill airports as the Spanish baggage-handlers' strike reaches its second week - '    'Give 'em a lifelong siesta, I would,' snarled Uncle Vernon over the end of the newsreaders sentence, but no matter: outside in the flowerbed, Harry's stomach seemed to unclench."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Making a racket like a starting pistol right outside our - '    'I didn't make that noise,' said Harry firmly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Listening to the news,' said Harry in a resigned voice."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Well, it changes every day, you see,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    That's all you know,' said Harry."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'No more do I,' said Uncle Vernon forcefully."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'We're not stupid, you know,' said Uncle Vernon."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Well, that's news to me,' said Harry, his temper rising, and before the Dursleys could call him back, he had wheeled about, crossed the front lawn, stepped over the low garden wall and was striding off up the street."
Book_Order_Of_The_Phoenix,Book_Gordon,#N/A,"  'Round at my place, my parents will be out,' said Gordon."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"  'See you then,' said Dudley."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"  'Shut it,' snarled Dudley, turning away."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Cool name,' said Harry, grinning and falling into step beside is cousin."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"I know you did Mark Evans two nights ago - '    'He was asking for it,' snarled Dudley."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"    They haven't,' said Dudley, though he didn't sound completely convinced."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"    'He was sixteen, for your information,' snarled Dudley, 'and he was out cold for twenty minutes after I'd finished with him and he was twice as heavy as you."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"    'I heard you last night,' said Dudley breathlessly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I - you're lying,' said Harry automatically."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"' '    'Shut up,' said Harry quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Keep your wand out,' she told Harry, as they entered Wisteria Walk."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Nothing,' said Harry, knowing perfectly well that Uncle Vernon wouldn't believe him."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Get out of the way,' said Harry quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'You're going to stay here and explain how my son - '    'If you don't get out of the way I'm going to jinx you,' said Harry, raising the wand."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    The madhouse has chucked me out,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'The first one was from the Ministry of Magic, expelling me,' said Harry calmly."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"roared Uncle Vernon, slamming his fist down on top of the fridge, which sprang open; several of Dudley's low-fat snacks toppled out and burst on the floor."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Nothing,' said Harry, slightly less calmly."
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"That wasn't me - '    'Was,' muttered Dudley unexpectedly, and Uncle Vernon and Aunt Petunia instantly made flapping gestures at Harry to quieten him while they both bent low over Dudley."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'Go on, son,' said Uncle Vernon, 'what did he do?'"
Book_Order_Of_The_Phoenix,Book_Dudley,No Entry,"  'T-tripped,' said Dudley shakily."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"    'OK,' said Uncle Vernon, in a voice of forced calm, while Aunt Petunia laid an anxious hand on Dudley's forehead to feel his temperature."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'De - men - tors,' said Harry slowly and clearly."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'Enough - effing - owls,' muttered Uncle Vernon distractedly, stomping over to the window and slamming it shut again."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I've got to go to a hearing,' said Harry."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"    'I won't give up hope, then,' said Uncle Vernon nastily."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Well, if that's all,' said Harry, getting to his feet."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Dudley and I were in the alleyway between Magnolia Crescent and Wisteria Walk,' said Harry, speaking fast, fighting to control his temper."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I told you - they suck all the happiness out of you,' said Harry, 'and if they get the chance, they kiss you - '    'Kiss you?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Of course they didn't get his soul, you'd know if they had,' said Harry, exasperated."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'You can't give a Dementor the old one-two,' said Harry through clenched teeth."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"roared Uncle Vernon, pulling great clumps of hair out of his moustache, something he hadn't been driven to do in a long time."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Couldn't tell you,' said Harry wearily."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'It's you,' said Uncle Vernon forcefully."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Yes,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Of course I'm not,' said Harry, shaking his head as though to scare off a fly, his mind racing now."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'He must have sent them,' said Harry quietly, more to himself than to Uncle Vernon."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Lord Voldemort,' said Harry."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'Lord - hang on,' said Uncle Vernon, his face screwed up, a look of dawning comprehension coming into his piggy eyes."
Book_Order_Of_The_Phoenix,Book_Dully,No Entry,"that was the one who - '    'Murdered my parents, yes,' Harry said dully."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'But he's gone,' said Uncle Vernon impatiently, without the slightest sign that the murder of Harry's parents might be a painful topic."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'He's back,' said Harry heavily."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  'Hang on,' said Uncle Vernon, looking from his wife to Harry and back again, apparently dazed and confused by the unprecedented understanding that seemed to have sprung up between them."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Looks like it,' said Harry."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"  T see,' said Uncle Vernon, looking from his white-faced wife to Harry and hitching up his trousers."
Book_Order_Of_The_Phoenix,Book_Uncle,Gryffindor,"said Uncle Vernon, bending forwards now, his massive purple face coming so close to Harry's, he actually felt flecks of spit hit his face."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'You can open it if you like,' said Harry, 'but I'll hear what it says anyway."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Come here,' said Harry, picking up the three small rolls of parchment and a leather thong and tying the scrolls to her scaly leg."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Get going, then,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Fine,' said Harry dully, looking back at the ceiling."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'A stag,' said Harry nervously."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  That's him, Mad-Eye,' said Lupin."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"    'Almost at once,' said Lupin, 'we're just waiting for the all-clear.'"
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  'Not The Burrow, no,' said Lupin, motioning Harry towards the kitchen; the little knot of wizards followed, all still eyeing Harry curiously."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'Yeah, I know,' said Harry uncomfortably."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'So would you if your fool of a mother had called you Nymphadora,' muttered Tonks."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  'A surprising number of people volunteered to come and get you,' said Lupin, as though he had read Harry's mind; the corners of his mouth twitched slightly."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"    'We're just waiting for the signal to tell us it's safe to set off,' said Lupin, glancing out of the kitchen window."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Er - yeah,' said Harry."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  'Brooms,' said Lupin."
Book_Order_Of_The_Phoenix,Book_Kingsley,Hufflepuff,"    'Remus says you're a good flier,' said Kingsley Shacklebolt in his deep voice."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  'He's excellent,' said Lupin, who was checking his watch."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"    'I'll come and help you,' said Tonks brightly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Er - ' said Harry, looking up at her over the top of Quidditch Teams of Britain and Ireland."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'Yeah, it does,' said Tonks decisively."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'Yeah,' said Tonks, looking proud."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'Well, you'll have to learn the hard way, I'm afraid,' said Tonks."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Oh - yeah,' said Harry, grabbing a few more books."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'It's not very neat,' said Tonks, walking over to the trunk and looking down at the jumble inside."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'Ah, well,' said Tonks, slamming the trunk's lid shut, 'at least it's all in."
Book_Order_Of_The_Phoenix,Book_Tonks,Hufflepuff,"  'And I'm still riding a Comet Two Sixty,' said Tonks enviously."
