character,book,text,House
Lupin,deathly_hallows,"""Impossible,"" said Lupin.",Gryffindor
Lupin,deathly_hallows,"""Well, Kingsley saved us,"" said Lupin.",Gryffindor
Hermione,deathly_hallows,"interjected Hermione.""",Gryffindor
Lupin,deathly_hallows,"A mixture; but to all intents and purposes they're the same thing now,"" said Lupin.",Gryffindor
Lupin,deathly_hallows,"What you've got to realize, Harry, is that the Death Eaters have got the full might of the Ministry on their side now,"" said Lupin.",Gryffindor
Lupin,deathly_hallows,"""The coup has been smooth and virtually silent,"" said Lupin.""",Gryffindor
Harry,deathly_hallows,"""And this dramatic change in Ministry policy,"" said Harry, ""involves warning the Wizarding world against me instead of Voldemort?""",Gryffindor
Lupin,deathly_hallows,"""That's certainly a part of it,"" said Lupin, ""and it is a masterstroke.",Gryffindor
Ron,deathly_hallows,"""""People won't let this happen,"" said Ron.""",Gryffindor
Lupin,deathly_hallows,"It is happening, Ron,"" said Lupin.",Gryffindor
Lupin,deathly_hallows,"""I know,"" said Lupin.",Gryffindor
Ron,deathly_hallows,"Thank you, Ron, but I couldn't let you ¨C """"You won't have a choice,"" said Ron fiercely, gripping her hand back.",Gryffindor
Lupin,deathly_hallows,"""I thought you'd say that,"" said Lupin, looking disappointed.",Gryffindor
Lupin,deathly_hallows,"said Lupin.""",Gryffindor
Hermione,deathly_hallows,"Well,"" said Hermione, frowning, ""you're married!",Gryffindor
Lupin,deathly_hallows,"""Tonks will be perfectly safe,"" said Lupin, ""She'll be at her parents' house.""",Gryffindor
Hermione,deathly_hallows,"Remus,"" said Hermione tentatively, ""is everything all right...",Gryffindor
Lupin,deathly_hallows,"between you and ¨C """"Everything is fine, thank you,"" said Lupin pointedly.",Gryffindor
Hermione,deathly_hallows,"squealed Hermione.""",Gryffindor
Ron,deathly_hallows,"said Ron enthusiastically.""",Gryffindor
Harry,deathly_hallows,"Congratulations,"" said Harry.",Gryffindor
Lupin,deathly_hallows,"""She'll be perfectly safe there, they'll look after her,"" said Lupin.",Gryffindor
Harry,deathly_hallows,"""Well,"" said Harry slowly, ""I'm not.",Gryffindor
Lupin,deathly_hallows,"You don't understand,"" said Lupin at last.""",Gryffindor
Harry,deathly_hallows,"Explain, then,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""I see,"" said Harry, ""so you're just going to dump her and the kid and run off with us?""",Gryffindor
Harry,deathly_hallows,"""Oh, I don't know, Hermione,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""It was easy,"" said Harry.",Gryffindor
Ron,deathly_hallows,"snarled Ron.""",Gryffindor
Hermione,deathly_hallows,"said Hermione, launching herself between them.""",Gryffindor
Harry,deathly_hallows,"You shouldn't have said that stuff to Lupin,"" Ron told Harry.""",Gryffindor
Harry,deathly_hallows,"He had it coming to him,"" said Harry.",Gryffindor
Harry,deathly_hallows,"Parents,"" said Harry, ""shouldn't leave their kids unless ¨C unless they've got to.""",Gryffindor
Hermione,deathly_hallows,"""Harry ¨C "" said Hermione, stretching out a consoling hand, but he shrugged it off and walked away, his eyes on the fire Hermione had conjured.",Gryffindor
Ron,deathly_hallows,"""No, you shouldn't,"" said Ron at once.""",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Harry,deathly_hallows,"I know,"" said Harry.",Gryffindor
Harry,deathly_hallows,"Setting a bleedin' 'house-elf on me, what are you playing at, wha've I done, lemme go, lemme go, of ¨C """"You're not in much of a position to make threats,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""You've done really well, Kreacher,"" said Harry, and the elf bowed low.""",Gryffindor
Hermione,deathly_hallows,"I said all along I didn't wanna do it ¨C """"For your information, none of the rest of us Disapparated,"" said Hermione.""",Gryffindor
Harry,deathly_hallows,"Well, you're a bunch of bleedin' 'eroes then, aren't you, but I never pretended I was up for killing meself ¨C """"We're not interested in why you ran out on Mad-Eye,"" said Harry, moving his wand a little closer to Mundungus's baggy, bloodshot eyes.",Gryffindor
Harry,deathly_hallows,"I ain't got none of 'em left, or you could 'ave 'em ¨C """"It's not about the goblets either, although you're getting warmer,"" said Harry.",Gryffindor
Harry,deathly_hallows,"We need him conscious, Kreacher, but if he needs persuading, you can do the honors,"" said Harry.""",Gryffindor
Hermione,deathly_hallows,"cried Hermione.""",Gryffindor
Ron,deathly_hallows,"No, he hasn't,"" said Ron shrewdly.",Gryffindor
Harry,deathly_hallows,"""Death Eaters,"" said Harry.",Gryffindor
Harry,deathly_hallows,"Thanks, Kreacher,"" said Harry, flipping over the Prophet so as not to have to look at Snape's face.",Gryffindor
Ron,deathly_hallows,"There are still a load of Death Eaters watching this house,"" he told Ron as he ate, ""more than usual.",Gryffindor
Ron,deathly_hallows,"said Ron, looking impressed.""",Gryffindor
Harry,deathly_hallows,"""Nothing,"" said Harry.",Gryffindor
Ron,deathly_hallows,"Oh yeah, the bloke from Magical Maintenance,"" said Ron.""",Gryffindor
Harry,deathly_hallows,"We've been over and over this, I mean, what's the point of all these reconnaissance trips if you aren't even bothering to tell us ¨C """"Blimey, Hermione, I forget one little thing ¨C """"You do realize, don't you, that there's probably no more dangerous place in the whole world for us to be right now than the Ministry of ¨C """"I think we should do it tomorrow,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""I am,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""Unless,"" said Ron, ""she's found a way of opening it and she's now possessed.""",Gryffindor
Harry,deathly_hallows,"Exactly,"" said Harry.",Gryffindor
Harry,deathly_hallows,"""That'll be true even if we spend another three months preparing,"" said Harry.",Gryffindor
Ron,deathly_hallows,"All right,"" said Ron slowly, ""let's say we go for it tomorrow ...",Gryffindor
Harry,deathly_hallows,"If anyone shouldn't go, it's Harry, he's got a ten-thousand-Galleon price on his head ¨C """"Fine, I'll stay here,"" said Harry.",Gryffindor
Ron,deathly_hallows,"said Ron.""",Gryffindor
Hermione,deathly_hallows,"I must've dozed off or ¨C """"Harry, please don't insult our intelligence,"" said Hermione, taking deep breaths.",Gryffindor
Harry,deathly_hallows,"""Because it means I know what he's doing,"" said Harry.""",Gryffindor
Harry,deathly_hallows,"""He's a foreign wandmaker,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""But according to you,"" said Ron, ""Voldemort's got Ollivander locked up somewhere.",Gryffindor
Hermione,deathly_hallows,"Harry, you keep talking about what your wand did,"" said Hermione, ""but you made it happen!",Gryffindor
Harry,deathly_hallows,"Not for long,"" said Harry, yawning.",Gryffindor
Ron,deathly_hallows,"Bless him,"" said Ron fondly, ""and when you think I used to fantasize about cutting off his head and sticking it on the wall.""",Gryffindor
Hermione,deathly_hallows,"Right then,"" said Hermione, checking her watch.",Gryffindor
Ron,deathly_hallows,"When I've Stunned her ¨C """"Hermione, we know,"" said Ron sternly.",Gryffindor
Ron,deathly_hallows,"Nicely done, Hermione,"" said Ron, emerging behind a bin beside the theater door as Harry took off the Invisibility Cloak.",Gryffindor
Hermione,deathly_hallows,"said Hermione in a quavery voice, ""How are you today?""",Gryffindor
Hermione,deathly_hallows,"I'm sorry to hear you're under the weather,"" said Hermione, talking firmly over the little wizard and he tried to expound upon his problems; it was essential to stop him from reaching the street.",Gryffindor
Hermione,deathly_hallows,"Urgh,"" said Hermione, holding up the skirt of her robe to avoid the puddles of sick.",Gryffindor
Ron,deathly_hallows,"""Yeah,"" said Ron, emerging from under the cloak holding the wizard's bag, ""but I still think a whole pile of unconscious bodies would have drawn more attention.",Gryffindor
Harry,deathly_hallows,"""Now wait here,"" Hermione told Harry, who was still under the Invisibility Cloak, ""and we'll be back with some hairs for you.""",Gryffindor
Ron,deathly_hallows,"Blimey, that's scary,"" said Ron, looking up at Harry, who now towered over him.""",Gryffindor
Harry,deathly_hallows,"Take one of Mafalda's tokens,"" Hermione told Harry, ""and let's go, it's nearly nine.""",Gryffindor
Hermione,deathly_hallows,"Fifty yards along the crowded pavement there were spiked black railings flanking two flights of stairs, one labeled GENTLEMEN, the other LADIES.""See you in a moment, then,"" said Hermione nervously, and she tottered off down the steps to LADIES.",Gryffindor
Ron,deathly_hallows,"No, he's still stuck in the hog,"" said Ron.""",Gryffindor
Hermione,deathly_hallows,"Muggles,"" whispered Hermione, ""In their rightful place.",Gryffindor
Ron,deathly_hallows,"No,"" said Ron, ""no, of course ¨C """"You realize that I am on my way downstairs to interrogate your wife, Cattermole?",Gryffindor
Ron,deathly_hallows,"I ¨C I ¨C "" stammered Ron.""",Gryffindor
Ron,deathly_hallows,"""Yes,"" whispered Ron.""",Gryffindor
Hermione,deathly_hallows,"""Try Finite Incantatem,"" said Hermione at once, ""that should stop the rain if it's a hex or curse; if it doesn't something's gone wrong with an Atmospheric Charm, which will be more difficult to fix, so as an interim measure try Impervius to protect his belongings ¨C """"Say it again, slowly ¨C "" said Ron, searching his pockets desperately for a quill, but at that moment the lift juddered to a halt.",Gryffindor
Ron,deathly_hallows,"""Try Finite Incantatem,"" said Hermione at once, ""that should stop the rain if it's a hex or curse; if it doesn't something's gone wrong with an Atmospheric Charm, which will be more difficult to fix, so as an interim measure try Impervius to protect his belongings ¨C """"Say it again, slowly ¨C "" said Ron, searching his pockets desperately for a quill, but at that moment the lift juddered to a halt.",Gryffindor
Hermione,deathly_hallows,"""Y-yes,"" squeaked Hermione.""",Gryffindor
Harry,deathly_hallows,"""Yes, of course,"" said Harry in Runcorn's deep voice.",Gryffindor
Harry,deathly_hallows,"""No,"" said Harry, his throat dry.",Gryffindor
Ron,deathly_hallows,"""Yaxley's office is raining,"" said Ron.",Gryffindor
Harry,deathly_hallows,"said Harry.""",Gryffindor
Harry,deathly_hallows,"No,"" said Harry, ""it's a fact!",Gryffindor
Hermione,deathly_hallows,"Get the Horcrux,"" Harry told Hermione.",Gryffindor
Harry,deathly_hallows,"muttered Harry, tugging at the chains binding her arms, ""Well, I've had a change of heart.",Gryffindor
Harry,deathly_hallows,"You're going to leave here with us,"" said Harry, pulling her to her feet.",Gryffindor
Hermione,deathly_hallows,"""Harry,"" said Hermione, ""how are we going to get out of here with all those dementors outside the door?""",Gryffindor
Harry,deathly_hallows,"""Patronuses,"" said Harry, pointing his wand at his own.",Gryffindor
Hermione,deathly_hallows,"""Expec ¨C Expecto patronum,"" said Hermione.",Gryffindor
Harry,deathly_hallows,"C'mon,"" said Harry, and he led Hermione and Mrs. Cattermole to the door.",Gryffindor
Ron,deathly_hallows,"""Water,"" muttered Ron, disengaging himself.",Gryffindor
Harry,deathly_hallows,"""We won't be if we move fast,"" said Harry.",Gryffindor
Harry,deathly_hallows,"This lot need to leave before you seal the exits,"" said Harry with all the authority he could muster.",Gryffindor
Harry,deathly_hallows,"""Their blood is pure,"" said Harry, and his deep voice echoed impressively through the hall.",Gryffindor
Hermione,deathly_hallows,"""Splinched,"" said Hermione, her fingers already busy at Ron's sleeve, where the blood was wettest and darkest.",Gryffindor
Hermione,deathly_hallows,"He's fainted,"" said Hermione, who was also rather pale; she no longer looked like Mafalda, though her hair was still gray in places.",Gryffindor
Harry,deathly_hallows,"Wow,"" said Harry.""",Gryffindor
Hermione,deathly_hallows,"It's all I feel safe doing,"" said Hermione shakily.",Gryffindor
Hermione,deathly_hallows,"""In the woods where they held the Quidditch World Cup,"" said Hermione.",Gryffindor
Harry,deathly_hallows,"of course,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"Apparently he didn't want it back, his lumbago's so bad,"" said Hermione, now performing complicated figure-of-eight movements with her wand.",Gryffindor
Hermione,deathly_hallows,"I'll make some tea,"" said Hermione breathlessly, pulling kettle and mugs from the depths of her bag and heading toward the kitchen.",Gryffindor
Hermione,deathly_hallows,"""With any luck, they'll have got away,"" said Hermione, clutching her hot mug for comfort.",Gryffindor
Ron,deathly_hallows,"""Blimey, I hope they escaped,"" said Ron, leaning back on his pillows.",Gryffindor
Hermione,deathly_hallows,"""I think so,"" said Hermione, taking it back from him and looking at it closely.",Gryffindor
Harry,deathly_hallows,"I reckon Kreacher's right,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"Fine,"" retorted Hermione, ""You-Know-Who's mind, then!""",Gryffindor
Hermione,deathly_hallows,"He's found Gregorovitch, Hermione, and I think he's killed him, but before he killed him he read Gregorovitch's mind and I saw ¨C """"I think I'd better take over the watch if you're so tired you're falling sleep,"" said Hermione coldly.""",Gryffindor
Harry,deathly_hallows,"""I don't know,"" said Harry slowly.",Gryffindor
Harry,deathly_hallows,"""Yeah...maybe,"" said Harry.",Gryffindor
Ron,deathly_hallows,"protested Ron, when Harry arrived back at the tent empty handed, out of breath, and mouthing the single word, dementors.""",Gryffindor
Harry,deathly_hallows,"""You go and fight your way through the dementors, then,"" said Harry, stung.""",Gryffindor
Hermione,deathly_hallows,"""Hmm,"" said Hermione, looking down at the heavy locket.",Gryffindor
Hermione,deathly_hallows,"""If we lose it, if it gets stolen ¨C """"Oh, all right, all right,"" said Hermione, and she placed it around her own neck and tucked it out of sight down the front of her shirt.",Gryffindor
Ron,deathly_hallows,"""Great,"" said Ron irritably, ""and now we've sorted that out, can we please get some food?""",Gryffindor
Hermione,deathly_hallows,"""Fine, but we'll go somewhere else to find it,"" said Hermione with half a glance at Harry.",Gryffindor
Ron,deathly_hallows,"Shouldn't take more than an afternoon to search an entire country,"" said Ron sarcastically.""",Gryffindor
Hermione,deathly_hallows,"He'd already made five of his Horcruxes before he went into exile, and Dumbledore was certain the snake is the sixth,"" said Hermione.",Gryffindor
Ron,deathly_hallows,"""Oh, come on,"" scoffed Ron.",Gryffindor
Hermione,deathly_hallows,"You told us that You-Know-Who asked Dumbledore to give him a job after he left,"" said Hermione.""",Gryffindor
Harry,deathly_hallows,"That's right,"" said Harry.""",Gryffindor
Harry,deathly_hallows,"""Yeah,"" said Harry.""",Gryffindor
Harry,deathly_hallows,"""Okay, then,"" said Harry, defeated.",Gryffindor
Ron,deathly_hallows,"demanded Ron, whenever he noticed Harry wince.""",Gryffindor
Harry,deathly_hallows,"A face,"" muttered Harry, every time.",Gryffindor
Ron,deathly_hallows,"My mother,"" said Ron on night, as they sat in the tent on a riverbank in Wales, ""can make good food appear out of thin air.""",Gryffindor
Hermione,deathly_hallows,"Your mother can't produce food out of thin air,"" said Hermione.",Gryffindor
Ron,deathly_hallows,"You can Summon it if you know where it is, you can transform it, you can increase the quantity if you've already got some ¨C """"Well, don't bother increasing this, it's disgusting,"" said Ron.""",Gryffindor
Harry,deathly_hallows,"You can do the cooking tomorrow, Ron, you can find the ingredients and try and charm them into something worth eating, and I'll sit here and pull faces and moan and you can see you ¨C """"Shut up!,"" said Harry, leaping to his feet and holding up both hands.",Gryffindor
Dean,deathly_hallows,"Not sure ,"" said Dean.",Gryffindor
Dean,deathly_hallows,"I don't get it,"" said Dean.""",Gryffindor
Dean,deathly_hallows,"I know Harry Potter,"" said Dean.",Gryffindor
Harry,deathly_hallows,"""Unless he was asleep,"" said Harry, but he still held his breath as Hermione knelt down in front of the empty canvas, her wand directed at its center, cleared her throat, then said:""Er ¨C Phineas?",Gryffindor
Hermione,deathly_hallows,"""I'm very sorry, Professor Black,"" said Hermione, ""but it's a necessary precaution!""",Gryffindor
Harry,deathly_hallows,"""Never mind where we are,"" said Harry, and Phineas Nigellus froze, abandoning his attempts to peel off the painted blindfold.""",Gryffindor
Harry,deathly_hallows,"""Maybe,"" said Harry, knowing that this would keep Phineas Nigellus's interest.",Gryffindor
Ron,deathly_hallows,"That silly girl acted most unwisely there ¨C """"Shut up about my sister,"" said Ron roughly, Phineas Nigellus raised supercilious eyebrows.""",Gryffindor
Harry,deathly_hallows,"""They weren't thieving,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Hermione,deathly_hallows,"said Hermione shrilly.""",Gryffindor
Harry,deathly_hallows,"And Snape might've though that was a punishment,"" said Harry, ""but Ginny, Neville, and Luna probably had a good laugh with Hagrid.",Gryffindor
Harry,deathly_hallows,"""Don't call Hermione simple,"" said Harry.""",Gryffindor
Hermione,deathly_hallows,"Professor Black,"" said Hermione, ""couldn't you just tell us, please, when was the last time the sword was taken out of its case?",Gryffindor
Harry,deathly_hallows,"Or had he, in fact, told Harry, but Harry had not realized it at the time?""",Gryffindor
Harry,deathly_hallows,"""Not at Hogwarts,"" said Harry, resuming his pacing.""",Gryffindor
Hermione,deathly_hallows,"suggested Hermione.""",Gryffindor
Hermione,deathly_hallows,"Not enough to tell him that he had swapped the swords,"" said Hermione.""",Gryffindor
Ron,deathly_hallows,"There's no problem,"" said Ron, still refusing to look at Harry.",Gryffindor
Harry,deathly_hallows,"Well, you've obviously got a problem,"" said Harry.",Gryffindor
Ron,deathly_hallows,"It's not like I'm not having the time of my life here,"" said Ron, ""you know, with my arm mangled and nothing to eat and freezing my backside off every night.",Gryffindor
Harry,deathly_hallows,"said Harry.""",Gryffindor
Hermione,deathly_hallows,"said Hermione, this time clearly audible over the rain thundering on the tent roof, but again, he ignored her.""",Gryffindor
Harry,deathly_hallows,"Well, sorry to let you down,"" said Harry, his voice quite calm even though he felt hollow, inadequate.",Gryffindor
Harry,deathly_hallows,"""Yeah, he would,"" said Harry, who did not want excuses made for Ron.",Gryffindor
Ron,deathly_hallows,"Search me,"" said Ron.""",Gryffindor
Harry,deathly_hallows,"Go home then,"" said Harry.""",Gryffindor
Ron,deathly_hallows,"yelled Ron.""",Gryffindor
Harry,deathly_hallows,"""Yeah, it is weird,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"""Well, as the village is named after him I'd have thought you might have made the connection,"" said Hermione.",Gryffindor
Hermione,deathly_hallows,"""Oh,"" said Hermione.",Gryffindor
Hermione,deathly_hallows,"""Bathilda Bagshot,"" murmured Hermione, running her index finger over Bathilda's embossed name on the front cover of A History of Magic.",Gryffindor
Harry,deathly_hallows,"Let's take off the Cloak,"" said Harry, and when she looked frightened, ""Oh, come on, we don't look like us and there's no one around.""",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Hermione,deathly_hallows,"I'm sure it is,"" said Hermione, her eyes upon the church.",Gryffindor
Harry,deathly_hallows,"C'mon,"" said Harry, when he had looked his fill, and they turned again toward the church.",Gryffindor
Harry,deathly_hallows,"No,"" said Harry curtly, then, ""let's keep looking,"" and he turned away, wishing he had not seen the stone: He did not want his excited trepidation tainted with resentment.""",Gryffindor
Hermione,deathly_hallows,"""It doesn't mean defeating death in the way the Death Eaters mean it, Harry,"" said Hermione, her voice gentle.",Gryffindor
Harry,deathly_hallows,"It's a cat,"" said Harry, after a second or two, ""or a bird.",Gryffindor
Hermione,deathly_hallows,"whispered Hermione.""",Gryffindor
Hermione,deathly_hallows,"Harry, I'm not sure about this,"" breathed Hermione.""",Gryffindor
Harry,deathly_hallows,"Look at the size of her, I think we could overpower her if we had to,"" said Harry.",Gryffindor
Harry,deathly_hallows,"It's okay,"" said Harry reassuringly, and he led the way into the sitting room.",Gryffindor
Harry,deathly_hallows,"Let me do that,"" offered Harry, and he took the matches from her.",Gryffindor
Hermione,deathly_hallows,"""All right,"" said Hermione, ""let's go.""",Gryffindor
Harry,deathly_hallows,"""Yes,"" said Harry, looking down into the milky eyes fixed upon his own.",Gryffindor
Harry,deathly_hallows,"Lumos,"" said Harry, and his wand ignited.",Gryffindor
Hermione,deathly_hallows,"""Yes,"" said Hermione.",Gryffindor
Hermione,deathly_hallows,"""Not exactly,"" said Hermione uncomfortably.",Gryffindor
Hermione,deathly_hallows,"""Harry, I don't think we're going to be able to,"" said Hermione, the ears trickling down her face.",Gryffindor
Hermione,deathly_hallows,"said Hermione; he looked up to see fresh tears leaking out of her eyes, and knew that his anger must have shown in his face.""",Gryffindor
Harry,deathly_hallows,"But on the other hand, even Rita can't pretend that they knew each other for more than a few months one summer when they were both really young, and ¨C""""I thought you'd say that,"" said Harry.",Gryffindor
Hermione,deathly_hallows,"I'm not trying to defend what Dumbledore wrote,"" said Hermione.",Gryffindor
Hermione,deathly_hallows,"He had his brother and sister for company, his Squib sister he was keeping locked up ¨C""""I don't believe it,"" said Hermione.",Gryffindor
Hermione,deathly_hallows,"I'm sure I imagined it,"" said Hermione, looking nervous.",Gryffindor
Ron,deathly_hallows,"Well, yeah,"" said Ron, looking slightly confused.""",Gryffindor
Harry,deathly_hallows,"""Yeah,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""Long story,"" said Ron.",Gryffindor
Ron,deathly_hallows,"""No,"" said Ron.",Gryffindor
Harry,deathly_hallows,"No,"" said Harry.""",Gryffindor
Harry,deathly_hallows,"I'm going to open it,"" said Harry, ""and you will stab it.",Gryffindor
Harry,deathly_hallows,"He looked terrified ""I'm going to ask it to open, using Parseltongue,"" said Harry.",Gryffindor
Harry,deathly_hallows,"You can do it,"" said Harry, ""you can!",Gryffindor
Harry,deathly_hallows,"On three,"" said Harry, looking back down at the locket and narrowing his eyes, concentrating on the letter S, imagining a serpent, while the contents of the locket rattled like a trapped cockroach.",Gryffindor
Harry,deathly_hallows,"Behind both of the glass windows within blinked a living eye, dark and handsome as Tom Riddle's eyes had been before he turned them scarlet and slit-pupiled ""Stab,"" said Harry, holding the locket steady on the rock.",Gryffindor
Harry,deathly_hallows,"shouted Harry, his voice echoed off the surrounding trees, the sword point trembled, and Ron gazed down into Riddle's eyes.""",Gryffindor
Harry,deathly_hallows,"You've sort of made up for it tonight,"" said Harry.",Gryffindor
Harry,deathly_hallows,"Stuff like that always sounds cooler than it really was"" said Harry.",Gryffindor
Harry,deathly_hallows,"And now,"" said Harry as they broke apart, ""all we've got to do is find that tent again.""",Gryffindor
Hermione,deathly_hallows,"I begged you to come back""""I know,"" Ron said, ""Hermione, I'm sorry, I'm really ¨C""""Oh, you're sorry!""",Gryffindor
Harry,deathly_hallows,"""Rack your brains, Ron, that should only take a couple of seconds ¨C""""Hermione,"" interjected Harry, who considered this a low blow, ""he just saved my ¨C""""I don't care!""",Gryffindor
Ron,deathly_hallows,"Snatchers,"" said Ron.",Gryffindor
Harry,deathly_hallows,"""Hermione,"" said Harry quietly, ""Ron just saved my life.""",Gryffindor
Ron,deathly_hallows,"It doesn't just turn the lights on and off,"" said Ron.",Gryffindor
Harry,deathly_hallows,"""Yeah,"" said Harry and Hermione together automatically.""",Gryffindor
Ron,deathly_hallows,"I knew this was it,"" said Ron.",Gryffindor
Harry,deathly_hallows,"said Harry, sure he had not heard correctly.""",Gryffindor
Ron,deathly_hallows,"It sort of floated toward me,"" said Ron, illustrating the movement with his free index finger, ""right to my chest, and then ¨C it just went straight through.",Gryffindor
Harry,deathly_hallows,"""We were there,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""Yeah, well, that would've been me,"" said Ron.",Gryffindor
Hermione,deathly_hallows,"""No, actually,"" said Hermione.",Gryffindor
Ron,deathly_hallows,"""Well, I stayed on that hill all day,"" said Ron.",Gryffindor
Harry,deathly_hallows,"Well, it ¨C it screamed,"" said Harry with half a glance at Ron.",Gryffindor
Harry,deathly_hallows,"""You were right,"" said Harry, holding out his hand.",Gryffindor
Harry,deathly_hallows,"About the best you could hope for, I think,"" murmured Harry.""",Gryffindor
Ron,deathly_hallows,"Yeah,"" said Ron.",Gryffindor
Harry,deathly_hallows,"""Oh, yeah, Well, it's just a bad habit we've slipped into,"" said Harry.",Gryffindor
Ron,deathly_hallows,"""Sorry,"" said Ron, wrenching Harry back out of the brambles, ""but the name's been jinxed, Harry, that's how they track people!",Gryffindor
Ron,deathly_hallows,"said Ron, ""Tonks's changed didn't it?""",Gryffindor
Ron,deathly_hallows,"""Search me,"" said Ron.",Gryffindor
Ron,deathly_hallows,"I dunno,"" said Ron.",Gryffindor
Ron,deathly_hallows,"""Oh yeah,"" said Ron at once, ""people are talking about it quite a lot.",Gryffindor
Harry,deathly_hallows,"He was really young when they ¨C""""Our age,"" said Harry, just as he had retorted to Hermione, and something in his face seemed to decide Ron against pursuing the subject.",Gryffindor
Ron,deathly_hallows,"Stop that,"" said Ron sharply, "" I'm sorry I said Dumbledore was young, okay?""",Gryffindor
Dumbledore,deathly_hallows,"Stop that,"" said Ron sharply, "" I'm sorry I said Dumbledore was young, okay?""",Gryffindor
Hermione,deathly_hallows,"You just need to practice,"" said Hermione, who had approached them noiselessly from behind and had stood watching anxiously as Harry tried to enlarge and reduce the spider.",Gryffindor
Harry,deathly_hallows,"There's this one program,"" he told Harry in a low voice, ""that tells the news like it really is.",Gryffindor
Hermione,deathly_hallows,"The signature,"" said Hermione.",Gryffindor
Ron,deathly_hallows,"said Ron tentatively, but Hermione quelled him with a look and turned back to Harry.""",Gryffindor
Hermione,deathly_hallows,"After a long pause he said, ""Hermione, we don't need another Godric's Hollow.",Gryffindor
Hermione,deathly_hallows,"said Hermione earnestly.""",Gryffindor
Hermione,deathly_hallows,"maybe it's something you need to find out for yourself,"" said Hermione with a faint air of clutching at straws.""",Gryffindor
Ron,deathly_hallows,"Yeah,"" said Ron sycophantically, ""that makes sense.""",Gryffindor
Ron,deathly_hallows,"""I think we should vote on it,"" said Ron.",Gryffindor
Ron,deathly_hallows,"Outvoted, Harry, sorry,"" said Ron, clapping him on the back.""",Gryffindor
Harry,deathly_hallows,"Fine,"" said Harry, half amused, half irritated.",Gryffindor
Ron,deathly_hallows,"""Yeah, they're not far from my place,"" said Ron.",Gryffindor
Ron,deathly_hallows,"""All's fair in love and war,"" said Ron brightly, ""and this is a bit of both.",Gryffindor
Ron,deathly_hallows,"It's weird, being this near, but not going to visit,"" said Ron.""",Gryffindor
Hermione,deathly_hallows,"You were there for Christmas,"" said Hermione coldly.""",Gryffindor
Hermione,deathly_hallows,"""It's nothing like a bird,"" said Hermione, frowning at the tower.""",Gryffindor
Ron,deathly_hallows,"I was talking about a chess rook,"" said Ron.",Gryffindor
Ron,deathly_hallows,"It's theirs,"" said Ron.",Gryffindor
Hermione,deathly_hallows,"You'd better take off the Invisibility Cloak, Harry,"" said Hermione.",Gryffindor
Harry,deathly_hallows,"he cried in a high-pitched, querulous voice, looking first at Hermione, then at Ron, and finally at Harry, upon which his mouth fell open in a perfect, comical O.""Hello, Mr. Lovegood,"" said Harry, holding out his hand, ""I'm Harry, Harry Potter.""",Gryffindor
Harry,deathly_hallows,"I'm afraid I don't really think I ought to ¨C""""It wont take long"" said Harry, slightly disappointed by this less-than-warm welcome.""",Gryffindor
Hermione,deathly_hallows,"said Hermione.""",Gryffindor
Harry,deathly_hallows,"Hermione,"" muttered Harry, embarrassed, ""now's not the moment ¨C """"But Harry, it's an Erumpent horn!",Gryffindor
Harry,deathly_hallows,"""We need some help,"" said Harry, before Hermione could start again.""",Gryffindor
Ron,deathly_hallows,"Cowardly old wart,"" said Ron.",Gryffindor
Harry,deathly_hallows,"""He's probably worried about what'll happen to them if the Death Eaters find out I was here"" said Harry.""",Gryffindor
Hermione,deathly_hallows,"Well, I agree with Ron,"" said Hermione, ""Awful old hypocrite, telling everyone else to help you and trying to worm our of it himself.",Gryffindor
Harry,deathly_hallows,"Look at this,"" said Harry.""",Gryffindor
Ron,deathly_hallows,"Fetching,"" said Ron.",Gryffindor
Harry,deathly_hallows,"""Well,"" said Harry, glancing at Hermione, who nodded encouragingly, ""it's about that symbol you were wearing around your neck at Bill and Fleur's wedding, Mr. Lovegood.",Gryffindor
Harry,deathly_hallows,"I'm sorry,"" said Harry, ""I still don't really understand.""",Gryffindor
Hermione,deathly_hallows,"all right,"" said Hermione nervously.",Gryffindor
Ron,deathly_hallows,"'There were once three brothers who were traveling along a lonely, winding road at twilight ¨C'""""Midnight, our mum always told us,"" said Ron, who had stretched out, arms behind his head, to listen.",Gryffindor
Ron,deathly_hallows,"said Ron.""",Gryffindor
Harry,deathly_hallows,"Yeah, because we really need a bit more fear in our lives,"" said Harry before he could stop himself.",Gryffindor
Harry,deathly_hallows,"""'And Death spoke to them ¨C'""""Sorry,"" interjected Harry, ""but Death spoke to them?""",Gryffindor
