Character,Dialogue
Hermione," Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...{Hermione goes over and sits across from Harry. He points her hand at his glasses and Harry tenses} Oculus Reparo. {The glasses, which noseband is battered, are repaired. Harry takes them off, amazed.} That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?"
Hermione," Pleasure. You two better change into your robes. I expect we'll be arriving soon. {Gets up and leaves, then comes back and looks at Ron.} You've got dirt, on your nose, by the way, did you know? Just there. {Points} {Ron scratches his nose, embarrassed.}"
Hermione," It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts A History."
Hermione," Oh, no. Okay, relax. {She goes up}"
Hermione, Nearly headless? How can you be nearly headless?
Hermione, Eugh.
Hermione," I've read about those. When the smoke turns red {the smoke turns red}, it means you've forgotten something."
Hermione, Up. Up. Up. Up.
Hermione," Harry, no! You heard what Madam Hooch said! Besides, you don't even know how to fly. {Harry flies off.} What an idiot."
Hermione, You won't make a fool of yourself. It's in your blood.
Hermione, {Gasps.}
Hermione," The staircases change, remember? {The staircase stops, in a new place.}"
Hermione, We're not supposed to be here. This is the 3rd floor. It's forbidden.
Hermione," Oh, move over! {pushes through and pulls out wand} Alohomora. {The door opens.} Get in. {They bustle in.}"
Hermione," Standard book of spells, Chapter 7."
Hermione, Filch is gone.
Hermione, It was locked.
Hermione," You don't use your eyes, do you? Didn't you see what it was standing on?"
Hermione, It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.
Hermione," That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled! {turns and leaves, shutting the door to her dorms.}"
Hermione," Stop, stop, stop. You're going to take someone's eye out. Besides, youre saying it wrong. It's Leviosa, not Leviosar."
Hermione, {crisply} Wingardium Leviosa. {The feather glows and lifts up. Ron puts his head on his books dejectedly.}
Hermione, Help! Help! {The boys start throwing wood pieces at the troll.}
Hermione, Ahhh! Help!
Hermione, Swish and flick!
Hermione, Is it...dead?
Hermione," It's my fault, Professor McGonagall. {The teachers, and Ron and Harry, gape}"
Hermione, I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.
Hermione," Ron's right, Harry. You're gonna need your strength today."
Hermione, Blood?
Hermione, But why would anyone go near that dog?
Hermione, So you're saying...
Hermione," Bit early for mail, isn't it?"
Hermione, It's Snape! He's jinxing the broom!
Hermione, Leave it to me. {She hands Ron her binoculars and leaves.}
Hermione, Lacarnum Inflamarae.
Hermione, Whoo-hoo!
Hermione, That thing has a name?
Hermione," Hogwarts teacher or not, I know a curse when I see one. I've read all about them. You have to keep eye contact. And Snape wasn't blinking."
Hermione, I don't know.
Hermione, That's totally barbaric!
Hermione, See you haven't.
Hermione," Good. You can help Harry, then. He's going to go the library for information on Nicholas Flamel."
Hermione, Not in the restricted section...Happy Christmas. {exits.}
Hermione, I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.
Hermione," {glares} Of course! Here it is! ""Nicholas Flamel is the only known maker of the Philosopher's Stone!"""
Hermione," Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal."""
Hermione, It means you'll never die.
Hermione," ""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!"
Hermione," {sitting in a large chair} Of course! There are other things defending the Stone, aren't there? Spells, enchantments."
Hermione, Is that...a dragon?
Hermione," Well, that's good, isn't it? He'll be with his own kind."
Hermione, Harry!
Hermione," You mean, You-Know-Who's out there, right now, in the forest?"
Hermione, Hang on a minute. We're forgetting one thing. Who's the one wizard Voldemort always feared?
Hermione," I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable."
Hermione, It's happened before.
Hermione, What is it?
Hermione, And with Dumbledore gone
Hermione, Uh...we were just...
Hermione, Now what do we do?
Hermione," Neville, I'm really, really sorry about this...{takes out wand} Petrificus Totalus."
Hermione, Sorry.
Hermione, Ow! You stood on my foot!
Hermione, Alohomora.
Hermione, The harp. It stopped playing.
Hermione," Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster."
Hermione, Are you okay?
Hermione," He's not relaxing, is he?"
Hermione, We've got to do something!
Hermione," Uh! I remember reading something in Herbology. {Ron Help!} Um Devil's Snare, Devil's Scare, {The snare shuts Ron's mouth} it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight! {takes out wand and points upwards.} Lumus Solem! {A beam of light shoots out. The Snare shrieks and recoils. Ron falls below.}"
Hermione, What is that?
Hermione, Curious. I've never seen birds like these.
Hermione, What's this all about?
Hermione, Ugh! What're we going to do? There must be 1000 keys up there!
Hermione," What's wrong, Harry?"
Hermione, I don't like this. I don't like this at all.
Hermione, Now what do we do?
Hermione, What happens now?
Hermione," Ron, you don't suppose this is going to be like...real wizard's chess, do you?"
Hermione, What is it?
Hermione," No, Ron, you can't! {Ron closes his eyes.} There must be another way!"
Hermione," You'll be okay, Harry. You're a great wizard, you really are."
Hermione," {smile} Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful."
Hermione, {smile} Never better.
Hermione, We're tied with Slytherin!
Hermione," Come on, Harry."
Hermione," Feels strange to be going home, doesn't it?"
Hooch," Good afternoon, class."
Hooch," Good afternoon, Amanda, good afternoon. {to class} Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, Up!"
Hooch, With feeling!
Hooch," Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end. {Class mounts} When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2...{tweet!}"
Hooch, Mr. Longbottom.
Hooch, {Neville begins soaring away} M-M-Mr. Longbottom Mr. Longbottom!
Hooch, Mr. Longbottom!
Hooch, Come back down this instant!
Hooch, Mr. Longbottom! {Neville approaches. The students scatter and Hooch dives out of the way. Neville goes through the scatter and up a tower.}
Hooch," Everyone out of the way! {She runs through the group, and they scatter.} Come on, get up."
Hooch," Oh, oh, oh, oh dear. It's a broken wrist. Tch, tch, tch. Good boy, come on now, up you get. {Draco reaches down and grabs Neville's Remembrall, which has fallen. Hooch begins to lead Neville away with her.} Everyone's to keep their feet firmly on the ground while I take Mr. Longbottom to the hospital wing. Understand? If I see a single broom in the air, the one riding it will find themselves out of Hogwarts before they can say, Quidditch. {Exit.}"
Hooch," Now, I want a nice clean game...from all of you. {looks at Slytherin. She kicks the trunk, and the bludgers zoom out.}"
Hooch, {Blows whistle} Gryffindor win!
Lee," Hello, and welcome to Hogwarts' first Quidditch game of the season! Today's game Slytherin versus Gryffindor!!!"
Lee, The players take their positions as Madam Hooch steps out onto the field to begin the game.
Lee," The bludgers are up...followed by the Golden Snitch. Remember, the snitch is worth 150 points. The seeker who catches the Snitch ends the game."
Lee, The Quaffle is released...and the game begins!
Lee, Angelina Johnson scores! 10 points for Gryffindor! {He presses a button and a 10 shows up beside a plaque with Gryffindors name.}
Lee, Slytherin takes possession of the Quaffle. Bletchley passes to Captain Marcus Flint.
Lee, Another 10 points to Gryffindor! {ding.}
Lee, He's got the Snitch! Harry Potter receives 150 points for catching the Snitch!
Lee," Yeah! We won!! {Jumps with Harry, who looks back and grins very widely.}"
McGonagall," Good evening, Professor Dumbledore. Are the rumours true, Albus?"
McGonagall, And the boy?
McGonagall, Do you think it wise to trust Hagrid with something as important as this?
McGonagall," Albus, do you really think its safe, leaving him with these people? I've been watching them all day. They're the worst sort of Muggles imaginable. They really are"
McGonagall, This boy will be famous. There wont be a child in our world who doesn't know his name.
McGonagall," Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats you must be sorted into your houses. They are Gryffindor, Ravenclaw, Hufflepuff, and Slytherin. Now, while you are here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup"
McGonagall, The sorting ceremony will begin momentarily. {leaves}
McGonagall, We're ready for you now.
McGonagall," All right, will you wait along here, please? Now, before we begin, Professor Dumbldedore would like to say a few words."
McGonagall," When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger."
McGonagall, Draco Malfoy.
McGonagall, Susan Bones.
McGonagall, Ronald Weasley.
McGonagall, Harry Potter.
McGonagall," {dings on a cup} Your attention, please."
McGonagall," Thank you for that assessment, Mr. Weasley. Maybe if I were to transfigure Mr. Potter and yourself into a pocketwatch, maybe one of you would be on time."
McGonagall, Then perhaps a map? I trust you don't need one to find your seats.
McGonagall, {appears quickly} Harry Potter? Follow me. {Harry sullenly follows her. Draco and his goons laugh.}
McGonagall," Excuse me, excuse me, Professor Quirrell. Could I borrow Wood for a moment?"
McGonagall," Potter, this is Oliver Wood. Wood, I have found you a Seeker!"
McGonagall," Oh! Oh, my goodness! E-Explain yourselves, both of you!"
McGonagall, Ms. Granger?
McGonagall," Be that as it may...it was an extremely foolish thing to do. {Harry looks at Snape's leg...which has a large cut on it. Snape notices and covers it up, glaring at Harry.} I would have expected more rational behaviour on your part, Ms. Granger. 5 points will be taken from Gryffindor for your serious lack of judgment. As for you two gentlemen I just hope you realize how fortunate you are. Not many students could take on a full grown mountain troll and live to tell the tale. 5 points...will be awarded to each of you. For sheer dumb luck. {Snape and McGonagall exit.}"
McGonagall, {Giggles happily}
McGonagall, Good evening.
McGonagall," Nothing, I repeat, nothing gives a student the right to walk about the school at night. Therefore, as punishment for your actions, 50 points will be taken."
McGonagall," Each. And to ensure it doesn't happen again, all four of you will receive detention."
McGonagall," No, you heard me correctly, Mr. Malfoy. You see, as honorable as your intentions were, you too were out of bed after hours. You will serve detention with your classmates."
McGonagall, I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.
McGonagall, {shocked} How do you know
McGonagall," I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected. Now would you go back to your dormitories? Quietly. {They leave.}"
Neville, Trevor! {McGonagall stares down at him} Sorry. {He backs away.}
Neville," Seamus, that picture's moving!"
Neville," The only problem is, I can't remember what I've forgotten."
Neville, Oh...
Neville, AHH!
Neville, {soars away} Down! Down! Ahhhh!
Neville, Help!!!
Neville, AHH!
Neville, Help!
Neville," Ahhhh! Whoa! Ahhh! {zooms past a statue of a man with a sharp spear. Neville's cloak catches on it. He is flipped off the broom and hangs there.} Oh. Ah...help! {He wavers, then the cloak rips, and he falls, catching on a torch, but then slipping out and falling to the ground.} Ahh!"
Neville, Owowowow.
Neville, Parvati Patil said that she wouldn't come out of the girl's bathroom. She said that she'd been in there all afternoon...crying.
Neville," {appears behind a chair} Neither should you. You're sneaking out again, arent you?"
Neville, No! I won't let you! {stands} You'll get Gryffindor in trouble again! I-I'll fight you. {holds out fists.}
Nick, Hello! How are you? Welcome to Gryffindor.
Nick," Dismal. Once again, my request to join the headless hunt has been denied. {Begins to leave}"
Nick, I prefer Sir Nicholas if you don't mind.
Nick, Like this. {Grabs head and pulls it to the side. His head is hanging on just by a thread.}
Nick, Have you heard? Harry Potter's the new Gryffindor Seeker. I always knew hed do well.
OIiver," Scared, Harry?"
Oliver," Quidditch is easy enough to understand. Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker that's you. There are three kinds of balls. {picks up a red one} This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops. {Points to a faraway Quidditch pitch.} The keeper, that's me, defends the hoops. {throws ball to Harry.} With me so far?"
Oliver," ...You better take this. {hands Harry a small bat. He bends down and releases one ball. With an angry growl, it flies off into the air. The two boys watch it.} Careful now, it's comin' back. {The balls comes whizzing down, and Harry cracks at it with the bat. The ball soars off through a statue.} Eh, not bad, Potter, you'd make a fair beater...Uh-oh. {The ball zooms down, and Oliver grabs it, wriggling to get it back in the box. He succeeds and is out of breath.} Bludger. Nasty little buggers. But the only ball I want you to worry about is this...the Golden Snitch. {hands Harry a walnut sized golden ball.}"
Oliver," Ah, you like it now. Just wait. It's wicked fast and damn near impossible to see."
Oliver," You catch it...before the other team's seeker. You catch this, the game is over. You catch this, Potter, and we win."
Oliver, That's all right. I felt the same way before my first game.
Oliver," Er, I don't really remember. I took a bludger to the head 2 minutes in. Woke up in the hospital a week later."
Ollivander," I wondered when I'd be seeing you, Mr. Potter. It seems only yesterday that your mother and father were in here buying their first wands. {Picks a wand} Ah. Here we are. {Harry holds it but just stands} Well, give it a wave."
Ollivander," Apparently not. {Gets another wand.} Perhaps this. {Harry waves at a vase, which blows apart.} No, no, definitely not! No matter...{gets a wand} I wonder. {Hands wand to Harry. Harry glows under it.} Curious, very curious."
Ollivander," I remember every wand I've ever sold, Mr. Potter. It just so happens that the phoenix, whose tail feather resides in your wand gave one other feather, just one. It is curious that you should be destined for this wand when its brother gave you that scar. {Points to scar}"
Ollivander," Oh, we do not speak his name. The wand chooses the wizard, Mr. Potter. It's not always clear why, but I think it is clear that we can expect great things from you. After all, He-Who-Must-Not-Be-Named did great things...terrible, yes, but great. {Hands Harry his wand.}"
Percy," Oh, that's Professor Snape, head of Slytherin house."
Percy, Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrells job for years.
Percy," Hello, Sir Nicholas. Have a nice summer?"
Percy," Gryffindors, follow me please. Keep up. Thank you."
Percy," This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change."
Percy," Keep up, please, and follow me. Quickly now, come on. Come on. {They begin walking up the stairs}"
Percy," Caput Draconis. {The woman nods and the painting opens to reveal a gape in the wall.} Follow me, everyone. Keep up, quickly, come on."
Percy," {Inside common room} Gather 'round here. Welcome to the Gryffindor Common Room. Boys' dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up."
Percy, Gryffindors...keep up please. And stay alert!
Petunia, Up. Get up. {Knocks} {sighs} Now! {Smacks door of closet which is the boys bedroom}
Petunia," Oh, here he comes, the birthday boy!"
Petunia," Why don't you just cook the breakfast, and try not to burn anything."
Petunia, I want everything to be perfect for my Dudley's special day.
Petunia," Oh, now, now, now. This is what we're going to do, is that when we go out we're going to buy you two new presents! How's that, Pumpkin?"
Petunia, This will be a lovely day at the zoo. I'm really looking forward to it.
Petunia, {Sees him} AHH!
Petunia, My darling boy! How did you get in there?!
Petunia, It's all right. It's all right.
Petunia," Have a lovely day at the office, dear."
Petunia, Ooh.
Petunia," Of course we knew. How could you not be? My perfect sister being who she was. Oh, my mother and father were so proud the day she got her letter. We have a witch in the family. Isn't it wonderful? I was the only one to see her for what she was. A freak! And then she met that Potter, and then she had you, and I knew you'd be just the same, just as strange, just as ... abnormal. And then, if you please, she went and got herself blown up! And we got landed with you."
Petunia, We had to tell him something.
Quirrell, Harry P-potter. C-can't tell you how pleased I am to meet you.
Quirrell," F-fearfully fascinating subject. N-not that you need it, e-eh, Potter? Heheh."
Quirrell, An iguana s-such as this is {McGonagall approaches the class and stops Harry You wait here.} an essential in-gredient
Quirrell," Oh. Y-yes, of course. {a boy, OLIVER WOOD, gets up to leave and Quirrell continues.} And the vampire b-bat...{eerie roar.}"
Quirrell, TROLL! IN THE DUNGEON! T-TROOLLL IN THE DUNGEON!! {stops and there is utter silence.} Thought you ought to know. {falls over in a dead faint.}
Quirrell, Perhaps you ought to go...M-might wake up...heh. {Exit Ron and Harry and Hermione.} {Troll roars.} Ahh! Hehe....
Quirrell, Severus...I-I thought...
Quirrell, W-what do you m-mean?
Quirrell," Yes. He does seem the type, doesn't he? Next to me, who would suspect, ""p-p-poor s-stuttering Professor Quirrell?"""
Quirrell," No, dear boy. I tried to kill you! And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded. Even with Snape muttering his little counter-curse."
Quirrell, I knew you were a danger right from the off. Especially after Halloween.
Quirrell," Very good Potter, yes. Snape, unfortunately, wasn't fooled. While everyone else was running to the dungeon, he went to the 3rd floor to head me off. He, of course, never trusted me again. He rarely left me alone. {Quirrell turns back to the mirror and Harry's scar hurts.} But he doesn't understand. I'm never alone. Never. Now...what does this mirror do? I see what I desire. I see myself holding the stone. But how do I get it?"
Quirrell," Come here, Potter, now!"
Quirrell, Tell me. What do you see?
Quirrell, What is it?! What do you see?!
Quirrell, Tell the truth! What do you see?!
Quirrell," Master, you are not strong enough."
Quirrell, Ahh! Ahh! {backs up. His hand is crumbling into a mountain of black ash.} What is this magic? {hand dissipates.}
Quirrell," {Walks forward, but Harry puts both hands on his face.} Ahhhhhhhhhh!"
Ron," Excuse me, do you mind? Everywhere else is full."
Ron," {sits across from Harry} I'm Ron, by the way. Ron Weasley."
Ron," So-so it's true?! I mean, do you really have the...the..."
Ron, {whispers} Scar...?
Ron, Wicked.
Ron," {Holds up mushed sandwiches} No, thanks, I'm all set. {smacks lips.}"
Ron, Whoa!
Ron," They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!"
Ron," It's only a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself."
Ron," Oh, that's rotten luck. They've only got one good jump in them to begin with."
Ron, I got about 6 of him.
Ron," Well, you can't expect him to hang around all day, can you? {Scabbers squeaks} This is Scabbers, by the way, pitiful, isn't he?"
Ron, Fred gave me a spell as to turn him yellow. Want to see?
Ron, {clears throat} Ahem. Sun-
Ron, No.
Ron," Aghhhemm. Sunshine, daises, butter mellow, turn this stupid fat rat yellow!"
Ron, {full mouth} I'm...Ron Weasley.
Ron, Whoaa!
Ron, Wicked.
Ron," Mental that one, I'm telling you."
Ron, There isn't a witch or wizard who went bad who wasnt in Slytherin.
Ron," Harry, what is it?"
Ron, {Sighs}
Ron, Ahh!
Ron," Hey, I know you! You're Nearly Headless Nick!"
Ron, Ahh!
Ron," Look at that one, Harry!"
Ron," Whew, amazing, can you imagine the look on old McGonagall's face if we were late?"
Ron, That was bloody brilliant.
Ron," Turn it into rum. Actually managed a weak tea yesterday, before..."
Ron, Ah. Mail's here!
Ron," Up!! {His broom flies up and conks him on the nose} Ow! {Harry laughs} Shut up, Harry. {laughs}"
Ron, Seeker? But first years never make their house teams! You must be the youngest Quidditch player in
Ron," Fred and George are on the team, too. Beaters."
Ron," Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too! {Hermione jumps up from her work and comes to join them.}"
Ron," Whoa. Harry, you never told me your father was a Seeker, too."
Ron," I'm telling you, it's spooky. She knows more about you than you do."
Ron, Ahh!
Ron," Before the staircase moves again. {They all open a door and walk into a spooky, dark room.}"
Ron, It's Filch's cat!
Ron," That's it, we're done for!"
Ron, Alohomora?
Ron, Probably thinks this door's locked.
Ron, What do they think they're doing?? Keeping a thing like that locked up in a school.
Ron," I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three! {they begin to climb the stairs to the dorms.}"
Ron, She needs to sort out her priorities!
Ron, Wingardrium Leviosar. {whacks with wand numerous times.}
Ron," You do it then if you're so clever. Go on, go on."
Ron," It's Leviosa, not Leviosar. Honestly, she's a nightmare. No wonder she hasn't got any friends!"
Ron," Not by itself. Trolls are really stupid. Probably people playing jokes. {Suddenly, Harry stops and pulls Ron aside.} What?"
Ron," Hey, pea brain! {Ron throws wood and hits the troll on the head. Hermione escapes from the stalls to under a sink, but the troll sees her and goes to smash her. It cracks the sink and barely misses Hermione. Harry cringes.}"
Ron, Ew.
Ron, What? {swipe}
Ron," Wingardium Leviosa! {flick. The club is lifted out of the troll's hand and hovers above its head. The troll looks up, confused, just as the club comes crashing back down. (Ron Cool.) It hits the troll's head and the troll wavers, then drops Harry, who crawls away, and comes crashing down, hard."
Ron," Take a bit of toast, mate, go on."
Ron, Let's open it.
Ron," Thats not just any broomstick, Harry. It's a Nimbus 2000!"
Ron, Jinxing the broom? What do we do?
Ron," Come on, Hermione!"
Ron, Go!
Ron, Fluffy?
Ron, Queen to E-5.
Ron, That's wizard's chess. I see you've packed.
Ron," Change of plans. My parents decided to go to Romania to visit my brother, Charlie. He's studying dragons there!"
Ron, We've looked a hundred times!
Ron, I think we've had a bad influence on her.
Ron," {calling from downstairs} Harry, wake up! Come on Harry, wake up!"
Ron," Happy Christmas, Harry."
Ron," Oh, Mum made it for me. Looks like you've got one too!"
Ron, Yeah!
Ron, There they are. {Ron sits on a couch arm and eats jelly beans as Harry picks up a silver wrapped package. Harry takes out the card.}
Ron, What is it?
Ron," Well, let's see then. Put it on."
Ron, Whoa!
Ron, I know what that is! That's an invisibility cloak!
Ron, {gets up} They're really rare. I wonder who gave it to you.
Ron, Why?
Ron, I only see me.
Ron," That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?"
Ron, This is light?
Ron, Immortal?
Ron, I know what it means!
Ron," I know what that is! But Hagrid, how did you get one?"
Ron, That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.
Ron, {laughs}
Ron," It's crazy. And worse, Malfoy knows."
Ron, It's bad.
Ron, {weakly} Okay.
Ron," But if he comes back, you don't think he'll try to kill you, do you?"
Ron," {Gulp} And to think, I've been worrying about my Potions final!"
Ron," Speak for yourself. All right there, Harry?"
Ron, Perhaps you should see the nurse.
Ron," Trevor shh! Go, you shouldn't be here!"
Ron," {Gulp} You're a little scary sometimes...you know that? Brilliant, but scary."
Ron," It's for your own good, you know. {Exit.}"
Ron, Sorry. {A flame lights. Hermione draws out her wand and points it at the door.}
Ron," Wait a minute...he's....{a blow of air, and the cape flutters off them.} Sleeping."
Ron, Uh. It's got horrible breath!
Ron, What?!
Ron," Ew! Yuck! Ugh. {All three kids look up and see Fluffy standing there. Fluffy barks and growls, thrashing. It breaks the harp and dives at the three.}"
Ron," Ahh! {gasps as he lands on some mushy black ropelike vines.} Whoa. Lucky this plant-thing is here, really."
Ron," Kill us faster?! Oh, now I can relax!"
Ron, Now what are we gonna do?!
Ron, Ahh! Harry!
Ron, Harry!
Ron, Help!
Ron, Help! Help me!
Ron, Ahhh!
Ron, Yeah.
Ron, {stands} Whew. Lucky we didn't panic!
Ron," {rattles lock.} Alohomora! {Shrugs} Well, it was worth a try."
Ron, We're looking for a big old fashioned one. Probably rusty like the handle.
Ron," Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!"
Ron, This complicates things a bit!
Ron, Hurry up!
Ron," This is no graveyard. {sighs} It's a chessboard. {Walks out onto the marble board and flames light, illuminating the board and GIANT players. Harry and Hermione come up with him.}"
Ron," It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight. {They all take their places.}"
Ron," {aboard a horse.} Well, white moves first, and then...we play. {A pawn on the other side moves forward. Ron studies the game.}"
Ron," You there! D-5! {A black pawn moves forward, diagonal to the white pawn. The white pawn raises its swords and smashes the black one. The three jump.} Yes, Hermione, I think this is going to be exactly like wizard's chess!"
Ron," Castle to E-4! Smash! Ron Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game."
Ron," You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King."
Ron," {turns to face Hermione.} Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you. {Harry nods.} Knight...to H-3."
Ron, Check.
Ron, Ahhhh!
Ron, All right? You?
Seamus, I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.
Seamus," Eye of rabbit, harp string hum. Turn this water, into rum. {Looks in cup and shakes head.} Eye of rabbit, harp string hum..."
Seamus," Hey, look! Neville's got a Remembrall!"
Seamus," Wingard Levosa. Wingard Levosa. {Flitwick to Hermione Well done, dear.}"
Seamus, Neville! {Shakes his hand.}
Snake, Thankssssssss.
Snape," There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to enjoy the subtle science and exact art that is potion making. However, for those select few {looks at Draco, who smiles}, who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper {Draco looks on} in death. {Draco raises his eyebrows.} {Snape sees Harry, writing this down, in, his view, not paying attention.} Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention."
Snape," Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood? {Hermione's hand skyrockets. Harry shrugs.} You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar? {Hermione's hand shoots up again.}"
Snape, And what is the difference between Monkshood and Wolfbane?
Snape," Pity. Clearly, fame isn't everything, is it, Mr. Potter?"
Snape," Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin. {Leaves, limping.}"
Snape," What? Oh! {knocks the man back, who falls into Quirrell, who then also falls. Snape bats out the fire and acts as though nothing happened. The broom stop bucking, and Harry climbs back on. The Slytherin seeker is after the Snitch. Harry takes off.}"
Snape," You don't want me as your enemy, Quirrell."
Snape," You know perfectly well what I mean. {Snape senses something. Harry stops breathing. Snape reaches out to grab something, but doesn't. He whips his finger back in front of Quirrell's face.} We'll have another chat soon...when you've had time to decide where your loyalties lie."
Snape," Good afternoon. Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?"
Snape," You want to be careful. People will think you're {Harry glares madly at Snape, who looks shocked} up to something. {Exit.}"
Tom, Bless my soul. It's Harry Potter.
Vernon," Happy birthday, son."
Vernon," Hurry up! Bring my coffee, boy!"
Vernon, Thirty-six. Counted 'em myself.
Vernon," Yes, well, some of them are quite a bit bigger than last year!"
Vernon," I'm warning you now, boy. Any funny business, any at all, and you won't have any meals for a week. Get in."
Vernon, Move!
Vernon, What happened?
Vernon, {Scoffs and shoves Harry into the closet} There's no such thing as magic!
Vernon," Ah, Marge is ill. Ate a funny whelk."
Vernon, {Laughs} Yours? Who'd be writing to you?
Vernon, No more mail through this letterbox.
Vernon, Shoo! Go on!
Vernon," Fine day Sunday. In my opinion, best day of the week. Why is that, Dudley?"
Vernon," Go away, ahh!"
Vernon, Give me that! Give me that letter!
Vernon, Ahh!
Vernon, That's it! We're going away! Far away! Where they can't find us!
Vernon, Who's there? Ahh!
Vernon," I demand that you leave at once, Sir! You are breaking and entering!"
Vernon, Hell not be going! We swore when we took him in wed put an end to this rubbish!
Vernon, He'll not be going!
Vernon, I will not pay for some crackpot old fool to teach him magic tricks!
Voldemort," Yes. You see what I have become? See what I must do to survive? Live off another. A mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can. Something, that conveniently enough, lies in your pocket!"
Voldemort, Stop him! {Quirrell snaps his fingers and fire erupts all around the room. Harry is stuck.} Don't be a fool! Why suffer a horrific death when you can join me and live?!
Voldemort," Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back. {In the mirror, Harrys parents faces appear.} All I ask for is something in return. {Harry takes the stone from his pocket.} That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone! {Mother and father vanish.}"
Voldemort, Kill him!
Voldemort, Fool! Get the stone!
Voldemort, Arrrhhhhhh!
